"secuencial","nombreGenetica","codigoProcesoAgrosuper","edad","idSexo","sexo","consumoDiario","consumoAcumulado","consumoDiarioAgua","consumoAcumuladoAgua","ganancia","gananciaMedia","peso","conversion","conversionAcumulada","raza","anio","active","created_at","updated_at"
363,ROSS - 2020,2,83,1,Hembra,0.00198297,0.0649176,,,0.000898559,,0.0427428,2.20683,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
364,ROSS - 2020,2,84,1,Hembra,0.00201103,0.0669286,,,0.00090476,,0.0436476,2.22273,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
365,ROSS - 2020,2,85,1,Hembra,0.00203867,0.0689673,,,0.000910788,,0.0445584,2.23836,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
366,ROSS - 2020,2,86,1,Hembra,0.00206587,0.0710332,,,0.000916643,,0.045475,2.25374,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
367,ROSS - 2020,2,87,1,Hembra,0.00209263,0.0731258,,,0.000922327,,0.0463974,2.26886,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
368,ROSS - 2020,2,88,1,Hembra,0.00211893,0.0752447,,,0.000927838,,0.0473252,2.28373,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
369,ROSS - 2020,2,89,1,Hembra,0.00214478,0.0773895,,,0.000933179,,0.0482584,2.29836,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
370,ROSS - 2020,2,90,1,Hembra,0.00217016,0.0795597,,,0.000938348,,0.0491967,2.31275,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
371,ROSS - 2020,2,91,1,Hembra,0.00219508,0.0817548,,,0.000943347,,0.0501401,2.32691,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
372,ROSS - 2020,2,92,1,Hembra,0.00221953,0.0839743,,,0.000948177,,0.0510882,2.34084,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
373,ROSS - 2020,2,93,1,Hembra,0.0022435,0.0862178,,,0.000952837,,0.0520411,2.35455,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
374,ROSS - 2020,2,94,1,Hembra,0.002267,0.0884848,,,0.00095733,,0.0529984,2.36805,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
375,ROSS - 2020,2,95,1,Hembra,0.00229003,0.0907748,,,0.000961655,,0.0539601,2.38134,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
376,ROSS - 2020,2,96,1,Hembra,0.00231258,0.0930874,,,0.000965813,,0.0549259,2.39444,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
377,ROSS - 2020,2,97,1,Hembra,0.00233465,0.0954221,,,0.000969806,,0.0558957,2.40734,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
378,ROSS - 2020,2,98,1,Hembra,0.00235624,0.0977783,,,0.000973634,,0.0568693,2.42005,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
379,ROSS - 2020,2,99,1,Hembra,0.00237737,0.100156,,,0.000977299,,0.0578466,2.43259,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
380,ROSS - 2020,2,100,1,Hembra,0.00239801,0.102554,,,0.000980802,,0.0588274,2.44495,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
381,ROSS - 2020,2,101,1,Hembra,0.00241819,0.104972,,,0.000984144,,0.0598116,2.45715,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
382,ROSS - 2020,2,102,1,Hembra,0.0024379,0.10741,,,0.000987325,,0.0607989,2.4692,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
383,ROSS - 2020,2,103,1,Hembra,0.00245715,0.109867,,,0.000990349,,0.0617892,2.4811,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
384,ROSS - 2020,2,104,1,Hembra,0.00247594,0.112343,,,0.000993215,,0.0627825,2.49285,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
385,ROSS - 2020,2,105,1,Hembra,0.00249427,0.114837,,,0.000995925,,0.0637784,2.50447,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
386,ROSS - 2020,2,106,1,Hembra,0.00251215,0.117349,,,0.000998481,,0.0647769,2.51597,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
387,ROSS - 2020,2,107,1,Hembra,0.00252958,0.119879,,,0.00100088,,0.0657778,2.52735,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
388,ROSS - 2020,2,108,1,Hembra,0.00254657,0.122425,,,0.00100314,,0.0667809,2.53861,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
389,ROSS - 2020,2,109,1,Hembra,0.00256313,0.124989,,,0.00100524,,0.0677861,2.54977,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
390,ROSS - 2020,2,110,1,Hembra,0.00257925,0.127568,,,0.00100719,,0.0687933,2.56084,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
391,ROSS - 2020,2,111,1,Hembra,0.00259496,0.130163,,,0.001009,,0.0698023,2.57181,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
392,ROSS - 2020,2,112,1,Hembra,0.00261024,0.132773,,,0.00101066,,0.070813,2.5827,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
393,ROSS - 2020,2,113,1,Hembra,0.00262511,0.135398,,,0.00101218,,0.0718252,2.59352,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
394,ROSS - 2020,2,114,1,Hembra,0.00263958,0.138038,,,0.00101356,,0.0728387,2.60427,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
395,ROSS - 2020,2,115,1,Hembra,0.00265365,0.140691,,,0.0010148,,0.0738535,2.61496,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
396,ROSS - 2020,2,116,1,Hembra,0.00266734,0.143359,,,0.0010159,,0.0748694,2.62559,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
397,ROSS - 2020,2,117,1,Hembra,0.00268063,0.146039,,,0.00101686,,0.0758863,2.63618,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
398,ROSS - 2020,2,118,1,Hembra,0.00269356,0.148733,,,0.00101769,,0.076904,2.64673,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
399,ROSS - 2020,2,119,1,Hembra,0.00270611,0.151439,,,0.00101839,,0.0779224,2.65724,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
400,ROSS - 2020,2,120,1,Hembra,0.0027183,0.154157,,,0.00101896,,0.0789413,2.66772,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
401,ROSS - 2020,2,121,1,Hembra,0.00273014,0.156887,,,0.0010194,,0.0799607,2.67819,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
402,ROSS - 2020,2,122,1,Hembra,0.00274163,0.159629,,,0.00101971,,0.0809804,2.68864,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
403,ROSS - 2020,2,123,1,Hembra,0.00275279,0.162382,,,0.0010199,,0.0820003,2.69908,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
404,ROSS - 2020,2,124,1,Hembra,0.00276361,0.165145,,,0.00101996,,0.0830203,2.70952,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
405,ROSS - 2020,2,125,1,Hembra,0.00277411,0.16792,,,0.00101991,,0.0840402,2.71996,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
406,ROSS - 2020,2,126,1,Hembra,0.0027843,0.170704,,,0.00101973,,0.0850599,2.73041,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
407,ROSS - 2020,2,127,1,Hembra,0.00279417,0.173498,,,0.00101944,,0.0860794,2.74088,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
408,ROSS - 2020,2,128,1,Hembra,0.00280375,0.176302,,,0.00101904,,0.0870984,2.75137,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
409,ROSS - 2020,2,129,1,Hembra,0.00281303,0.179115,,,0.00101852,,0.0881169,2.76189,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
410,ROSS - 2020,2,130,1,Hembra,0.00282202,0.181937,,,0.00101789,,0.0891348,2.77243,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
411,ROSS - 2020,2,131,1,Hembra,0.00283074,0.184768,,,0.00101715,,0.090152,2.78302,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
412,ROSS - 2020,2,132,1,Hembra,0.00283918,0.187607,,,0.0010163,,0.0911683,2.79364,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
413,ROSS - 2020,2,133,1,Hembra,0.00284736,0.190454,,,0.00101535,,0.0921836,2.80431,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
414,ROSS - 2020,2,134,1,Hembra,0.00285528,0.193309,,,0.0010143,,0.0931979,2.81504,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
415,ROSS - 2020,2,135,1,Hembra,0.00286295,0.196172,,,0.00101314,,0.094211,2.82582,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
416,ROSS - 2020,2,136,1,Hembra,0.00287038,0.199043,,,0.00101189,,0.0952229,2.83666,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
417,ROSS - 2020,2,137,1,Hembra,0.00287757,0.20192,,,0.00101053,,0.0962335,2.84757,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
418,ROSS - 2020,2,138,1,Hembra,0.00288452,0.204805,,,0.00100909,,0.0972426,2.85855,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
419,ROSS - 2020,2,139,1,Hembra,0.00289126,0.207696,,,0.00100755,,0.0982501,2.8696,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
420,ROSS - 2020,2,140,1,Hembra,0.00289778,0.210594,,,0.00100592,,0.099256,2.88073,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
421,ROSS - 2020,2,141,1,Hembra,0.00290408,0.213498,,,0.0010042,,0.10026,2.89194,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
422,ROSS - 2020,2,142,1,Hembra,0.00291018,0.216408,,,0.00100239,,0.101263,2.90325,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
423,ROSS - 2020,2,143,1,Hembra,0.00291609,0.219324,,,0.0010005,,0.102263,2.91464,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
424,ROSS - 2020,2,144,1,Hembra,0.00292179,0.222246,,,0.000998521,,0.103262,2.92612,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
425,ROSS - 2020,2,145,1,Hembra,0.00292732,0.225173,,,0.000996464,,0.104258,2.9377,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
426,ROSS - 2020,2,146,1,Hembra,0.00293266,0.228106,,,0.000994327,,0.105252,2.94939,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
427,ROSS - 2020,2,147,1,Hembra,0.00293782,0.231044,,,0.000992112,,0.106245,2.96118,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
428,ROSS - 2020,2,148,1,Hembra,0.00294281,0.233987,,,0.000989821,,0.107234,2.97307,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
429,ROSS - 2020,2,149,1,Hembra,0.00294764,0.236934,,,0.000987457,,0.108222,2.98508,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
430,ROSS - 2020,2,150,1,Hembra,0.00295231,0.239887,,,0.00098502,,0.109207,2.9972,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
431,ROSS - 2020,2,151,1,Hembra,0.00295682,0.242843,,,0.000982513,,0.110189,3.00944,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
432,ROSS - 2020,2,152,1,Hembra,0.00296118,0.245805,,,0.000979937,,0.111169,3.0218,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
433,ROSS - 2020,2,153,1,Hembra,0.00296539,0.24877,,,0.000977295,,0.112147,3.03429,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
434,ROSS - 2020,2,154,1,Hembra,0.00296947,0.251739,,,0.000974588,,0.113121,3.0469,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
435,ROSS - 2020,2,155,1,Hembra,0.00297341,0.254713,,,0.000971817,,0.114093,3.05963,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
436,ROSS - 2020,2,156,1,Hembra,0.00297721,0.25769,,,0.000968986,,0.115062,3.0725,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
437,ROSS - 2020,2,157,1,Hembra,0.00298089,0.260671,,,0.000966094,,0.116028,3.08551,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
438,ROSS - 2020,2,158,1,Hembra,0.00298444,0.263655,,,0.000963144,,0.116991,3.09865,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
439,ROSS - 2020,2,159,1,Hembra,0.00298788,0.266643,,,0.000960138,,0.117951,3.11192,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
440,ROSS - 2020,2,160,1,Hembra,0.0029912,0.269634,,,0.000957078,,0.118908,3.12534,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
441,ROSS - 2020,2,161,1,Hembra,0.0029944,0.272629,,,0.000953964,,0.119862,3.13891,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
442,ROSS - 2020,2,162,1,Hembra,0.0029975,0.275626,,,0.000950799,,0.120813,3.15262,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
443,ROSS - 2020,2,163,1,Hembra,0.0030005,0.278627,,,0.000947584,,0.121761,3.16647,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
444,ROSS - 2020,2,164,1,Hembra,0.00300339,0.28163,,,0.000944321,,0.122705,3.18048,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
445,ROSS - 2020,2,165,1,Hembra,0.00300619,0.284636,,,0.000941011,,0.123646,3.19464,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
446,ROSS - 2020,2,166,1,Hembra,0.00300889,0.287645,,,0.000937656,,0.124584,3.20895,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
447,ROSS - 2020,2,167,1,Hembra,0.0030115,0.290657,,,0.000934258,,0.125518,3.22341,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
448,ROSS - 2020,2,168,1,Hembra,0.00301402,0.293671,,,0.000930817,,0.126449,3.23804,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
449,ROSS - 2020,2,169,1,Hembra,0.00301646,0.296687,,,0.000927336,,0.127376,3.25282,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
450,ROSS - 2020,2,170,1,Hembra,0.00301881,0.299706,,,0.000923815,,0.1283,3.26777,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
451,CERDOS - 2015,2,20,1,Hembra,0.000072,0.000072,,,0.00007,,0.00594,1.02857,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
452,CERDOS - 2015,2,21,1,Hembra,0.000097,0.000169,,,0.000098,,0.00603,0.989796,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
453,CERDOS - 2015,2,22,1,Hembra,0.000123,0.000292,,,0.00012,,0.00615,1.025,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
454,CERDOS - 2015,2,23,1,Hembra,0.000148,0.00044,,,0.000143,,0.0063,1.03497,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
455,CERDOS - 2015,2,24,1,Hembra,0.000174,0.000614,,,0.000165,,0.00646,1.05455,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
456,CERDOS - 2015,2,25,1,Hembra,0.000199,0.000813,,,0.000188,,0.00665,1.05851,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
457,CERDOS - 2015,2,26,1,Hembra,0.000224,0.001037,,,0.00021,,0.00686,1.06667,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
458,CERDOS - 2015,2,27,1,Hembra,0.000248,0.001285,,,0.000224,,0.00708,1.10714,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
459,CERDOS - 2015,2,28,1,Hembra,0.000272,0.001557,,,0.000238,,0.00732,1.14286,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
460,CERDOS - 2015,2,29,1,Hembra,0.000296,0.001853,,,0.000252,,0.00757,1.1746,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
461,CERDOS - 2015,2,30,1,Hembra,0.00032,0.002173,,,0.000266,,0.00784,1.20301,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
462,CERDOS - 2015,2,31,1,Hembra,0.000344,0.002517,,,0.000279,,0.00812,1.23297,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
463,CERDOS - 2015,2,32,1,Hembra,0.000368,0.002885,,,0.000293,,0.00841,1.25597,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
464,CERDOS - 2015,2,33,1,Hembra,0.000392,0.003277,,,0.000307,,0.00872,1.27687,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
465,CERDOS - 2015,2,34,1,Hembra,0.000416,0.003693,,,0.000321,,0.00904,1.29595,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
466,CERDOS - 2015,2,35,1,Hembra,0.00044,0.004133,,,0.000335,,0.00937,1.31343,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
467,CERDOS - 2015,2,36,1,Hembra,0.000463,0.004596,,,0.000349,,0.00972,1.32665,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
468,CERDOS - 2015,2,37,1,Hembra,0.000487,0.005083,,,0.000362,,0.01009,1.3453,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
469,CERDOS - 2015,2,38,1,Hembra,0.000507,0.00559,,,0.000376,,0.01046,1.3484,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
470,CERDOS - 2015,2,39,1,Hembra,0.000526,0.006116,,,0.000391,,0.01085,1.34527,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
471,CERDOS - 2015,2,40,1,Hembra,0.000545,0.006661,,,0.000405,,0.01126,1.34568,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
472,CERDOS - 2015,2,41,1,Hembra,0.000564,0.007225,,,0.000419,,0.01168,1.34606,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
473,CERDOS - 2015,2,42,1,Hembra,0.000584,0.007809,,,0.000433,,0.01211,1.34873,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
474,CERDOS - 2015,2,43,1,Hembra,0.000603,0.008412,,,0.000447,,0.01256,1.34899,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
475,CERDOS - 2015,2,44,1,Hembra,0.000622,0.009034,,,0.000461,,0.01302,1.34924,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
476,CERDOS - 2015,2,45,1,Hembra,0.000642,0.009676,,,0.000475,,0.01349,1.35158,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
477,CERDOS - 2015,2,46,1,Hembra,0.000661,0.010337,,,0.000489,,0.01398,1.35174,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
478,CERDOS - 2015,2,47,1,Hembra,0.000685,0.011022,,,0.000506,,0.01449,1.35375,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
479,CERDOS - 2015,2,48,1,Hembra,0.000709,0.011731,,,0.000522,,0.01501,1.35824,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
480,CERDOS - 2015,2,49,1,Hembra,0.000732,0.012463,,,0.000539,,0.01555,1.35807,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
481,CERDOS - 2015,2,50,1,Hembra,0.000756,0.013219,,,0.000556,,0.0161,1.35971,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
482,CERDOS - 2015,2,51,1,Hembra,0.00078,0.013999,,,0.000573,,0.01668,1.36126,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
483,CERDOS - 2015,2,52,1,Hembra,0.000804,0.014803,,,0.00059,,0.01727,1.36271,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
484,CERDOS - 2015,2,53,1,Hembra,0.000828,0.015631,,,0.000606,,0.01787,1.36634,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
485,CERDOS - 2015,2,54,1,Hembra,0.000852,0.016483,,,0.000623,,0.01849,1.36758,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
486,CERDOS - 2015,2,55,1,Hembra,0.000875,0.017358,,,0.00064,,0.01913,1.36719,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
487,CERDOS - 2015,2,56,1,Hembra,0.000905,0.018263,,,0.00065,,0.01978,1.39231,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
488,CERDOS - 2015,2,57,1,Hembra,0.000935,0.019198,,,0.00066,,0.02044,1.41667,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
489,CERDOS - 2015,2,58,1,Hembra,0.000965,0.020163,,,0.00067,,0.02111,1.4403,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
490,CERDOS - 2015,2,59,1,Hembra,0.000995,0.021158,,,0.00068,,0.02179,1.46324,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
491,CERDOS - 2015,2,60,1,Hembra,0.001025,0.022183,,,0.00069,,0.02248,1.48551,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
492,CERDOS - 2015,2,61,1,Hembra,0.001055,0.023238,,,0.0007,,0.02318,1.50714,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
493,CERDOS - 2015,2,62,1,Hembra,0.001085,0.024323,,,0.00071,,0.02389,1.52817,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
494,CERDOS - 2015,2,63,1,Hembra,0.001115,0.025438,,,0.00072,,0.02461,1.54861,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
495,CERDOS - 2015,2,64,1,Hembra,0.001145,0.026583,,,0.00073,,0.02534,1.56849,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
496,CERDOS - 2015,2,65,1,Hembra,0.001175,0.027758,,,0.00074,,0.02608,1.58784,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
497,CERDOS - 2015,2,66,1,Hembra,0.001205,0.028963,,,0.00075,,0.02684,1.60667,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
498,CERDOS - 2015,2,67,1,Hembra,0.001235,0.030198,,,0.00076,,0.0276,1.625,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
499,CERDOS - 2015,2,68,1,Hembra,0.001265,0.031463,,,0.00077,,0.02837,1.64286,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
500,CERDOS - 2015,2,69,1,Hembra,0.001295,0.032758,,,0.00078,,0.02915,1.66026,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
501,CERDOS - 2015,2,70,1,Hembra,0.001325,0.034083,,,0.00079,,0.02994,1.67722,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
502,CERDOS - 2015,2,71,1,Hembra,0.001355,0.035438,,,0.0008,,0.03074,1.69375,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
503,CERDOS - 2015,2,72,1,Hembra,0.001387,0.036825,,,0.000812,,0.03155,1.70813,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
504,CERDOS - 2015,2,73,1,Hembra,0.001419,0.038244,,,0.000822,,0.03237,1.72628,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
505,CERDOS - 2015,2,74,1,Hembra,0.00145,0.039694,,,0.000833,,0.0332,1.7407,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
506,CERDOS - 2015,2,75,1,Hembra,0.001481,0.041175,,,0.000844,,0.03405,1.75474,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
