"secuencial","nombreGenetica","codigoProcesoAgrosuper","edad","idSexo","sexo","consumoDiario","consumoAcumulado","consumoDiarioAgua","consumoAcumuladoAgua","ganancia","gananciaMedia","peso","conversion","conversionAcumulada","raza","anio","active","created_at","updated_at"
1,ROSS - 2020,2,21,3,Mixto,0.00024009,0.00024009,,,-1.0,,0.0050787,-1.0,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
2,ROSS - 2020,2,22,3,Mixto,0.000252836,0.000492926,,,0.000225623,,0.00530433,1.12061,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
3,ROSS - 2020,2,23,3,Mixto,0.000266379,0.000759305,,,0.000239043,,0.00554337,1.11436,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
4,ROSS - 2020,2,24,3,Mixto,0.000280729,0.00104003,,,0.00025258,,0.00579595,1.11145,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
5,ROSS - 2020,2,25,3,Mixto,0.000295895,0.00133593,,,0.000266222,,0.00606217,1.11146,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
6,ROSS - 2020,2,26,3,Mixto,0.000311883,0.00164781,,,0.000279959,,0.00634213,1.11403,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
7,ROSS - 2020,2,27,3,Mixto,0.0003287,0.00197651,,,0.00029378,,0.00663591,1.11886,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
8,ROSS - 2020,2,28,3,Mixto,0.000346348,0.00232286,,,0.000307675,,0.00694358,1.12569,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
9,ROSS - 2020,2,29,3,Mixto,0.00036483,0.00268769,,,0.000321634,,0.00726522,1.1343,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
10,ROSS - 2020,2,30,3,Mixto,0.000384147,0.00307184,,,0.000335647,,0.00760087,1.14449,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
11,ROSS - 2020,2,31,3,Mixto,0.000404297,0.00347613,,,0.000349705,,0.00795057,1.15611,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
12,ROSS - 2020,2,32,3,Mixto,0.000425278,0.00390141,,,0.000363797,,0.00831437,1.169,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
13,ROSS - 2020,2,33,3,Mixto,0.000447085,0.0043485,,,0.000377916,,0.00869228,1.18303,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
14,ROSS - 2020,2,34,3,Mixto,0.000469711,0.00481821,,,0.00039205,,0.00908433,1.19809,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
15,ROSS - 2020,2,35,3,Mixto,0.000493149,0.00531136,,,0.000406193,,0.00949053,1.21408,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
16,ROSS - 2020,2,36,3,Mixto,0.000517389,0.00582875,,,0.000420334,,0.00991086,1.2309,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
17,ROSS - 2020,2,37,3,Mixto,0.000542418,0.00637116,,,0.000434466,,0.0103453,1.24847,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
18,ROSS - 2020,2,38,3,Mixto,0.000568223,0.00693939,,,0.000448579,,0.0107939,1.26672,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
19,ROSS - 2020,2,39,3,Mixto,0.00059479,0.00753418,,,0.000462665,,0.0112566,1.28557,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
20,ROSS - 2020,2,40,3,Mixto,0.000622101,0.00815628,,,0.000476717,,0.0117333,1.30497,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
21,ROSS - 2020,2,41,3,Mixto,0.000650137,0.00880641,,,0.000490726,,0.012224,1.32485,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
22,ROSS - 2020,2,42,3,Mixto,0.000678879,0.00948529,,,0.000504684,,0.0127287,1.34516,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
23,ROSS - 2020,2,43,3,Mixto,0.000708305,0.0101936,,,0.000518584,,0.0132473,1.36584,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
24,ROSS - 2020,2,44,3,Mixto,0.000738391,0.010932,,,0.000532418,,0.0137797,1.38686,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
25,ROSS - 2020,2,45,3,Mixto,0.000769114,0.0117011,,,0.000546177,,0.0143259,1.40818,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
26,ROSS - 2020,2,46,3,Mixto,0.000800446,0.0125015,,,0.000559856,,0.0148857,1.42973,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
27,ROSS - 2020,2,47,3,Mixto,0.00083236,0.0133339,,,0.000573447,,0.0154592,1.4515,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
28,ROSS - 2020,2,48,3,Mixto,0.000864829,0.0141987,,,0.000586943,,0.0160461,1.47345,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
29,ROSS - 2020,2,49,3,Mixto,0.000897823,0.0150966,,,0.000600337,,0.0166465,1.49553,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
30,ROSS - 2020,2,50,3,Mixto,0.00093131,0.0160279,,,0.000613622,,0.0172601,1.51773,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
31,ROSS - 2020,2,51,3,Mixto,0.00096526,0.0169931,,,0.000626792,,0.0178869,1.54,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
32,ROSS - 2020,2,52,3,Mixto,0.00099964,0.0179928,,,0.000639841,,0.0185267,1.56233,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
33,ROSS - 2020,2,53,3,Mixto,0.00103442,0.0190272,,,0.000652762,,0.0191795,1.58468,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
34,ROSS - 2020,2,54,3,Mixto,0.00106956,0.0200968,,,0.000665549,,0.019845,1.60703,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
35,ROSS - 2020,2,55,3,Mixto,0.00110503,0.0212018,,,0.000678197,,0.0205232,1.62936,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
36,ROSS - 2020,2,56,3,Mixto,0.00114079,0.0223426,,,0.0006907,,0.0212139,1.65164,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
37,ROSS - 2020,2,57,3,Mixto,0.00117681,0.0235194,,,0.000703052,,0.021917,1.67386,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
38,ROSS - 2020,2,58,3,Mixto,0.00121306,0.0247324,,,0.000715247,,0.0226322,1.69599,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
39,ROSS - 2020,2,59,3,Mixto,0.00124949,0.0259819,,,0.000727282,,0.0233595,1.71803,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
40,ROSS - 2020,2,60,3,Mixto,0.00128608,0.027268,,,0.000739151,,0.0240987,1.73994,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
41,ROSS - 2020,2,61,3,Mixto,0.00132278,0.0285908,,,0.000750849,,0.0248495,1.76172,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
42,ROSS - 2020,2,62,3,Mixto,0.00135957,0.0299504,,,0.000762371,,0.0256119,1.78335,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
43,ROSS - 2020,2,63,3,Mixto,0.00139641,0.0313468,,,0.000773714,,0.0263856,1.80481,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
44,ROSS - 2020,2,64,3,Mixto,0.00143326,0.03278,,,0.000784873,,0.0271705,1.8261,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
45,ROSS - 2020,2,65,3,Mixto,0.00147009,0.0342501,,,0.000795843,,0.0279663,1.84721,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
46,ROSS - 2020,2,66,3,Mixto,0.00150687,0.035757,,,0.000806622,,0.0287729,1.86812,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
47,ROSS - 2020,2,67,3,Mixto,0.00154356,0.0373006,,,0.000817206,,0.0295901,1.88882,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
48,ROSS - 2020,2,68,3,Mixto,0.00158013,0.0388807,,,0.00082759,,0.0304177,1.90932,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
49,ROSS - 2020,2,69,3,Mixto,0.00161656,0.0404972,,,0.000837773,,0.0312555,1.92959,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
50,ROSS - 2020,2,70,3,Mixto,0.0016528,0.04215,,,0.00084775,,0.0321032,1.94963,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
51,ROSS - 2020,2,71,3,Mixto,0.00168884,0.0438389,,,0.00085752,,0.0329608,1.96944,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
52,ROSS - 2020,2,72,3,Mixto,0.00172464,0.0455635,,,0.000867079,,0.0338278,1.98902,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
53,ROSS - 2020,2,73,3,Mixto,0.00176017,0.0473237,,,0.000876424,,0.0347043,2.00835,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
54,ROSS - 2020,2,74,3,Mixto,0.00179542,0.0491191,,,0.000885555,,0.0355898,2.02745,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
55,ROSS - 2020,2,75,3,Mixto,0.00183034,0.0509495,,,0.000894468,,0.0364843,2.0463,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
56,ROSS - 2020,2,76,3,Mixto,0.00186493,0.0528144,,,0.000903161,,0.0373875,2.0649,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
57,ROSS - 2020,2,77,3,Mixto,0.00189916,0.0547135,,,0.000911633,,0.0382991,2.08325,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
58,ROSS - 2020,2,78,3,Mixto,0.00193301,0.0566465,,,0.000919883,,0.039219,2.10136,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
59,ROSS - 2020,2,79,3,Mixto,0.00196645,0.058613,,,0.000927908,,0.0401469,2.11923,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
60,ROSS - 2020,2,80,3,Mixto,0.00199946,0.0606125,,,0.000935709,,0.0410826,2.13685,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
61,ROSS - 2020,2,81,3,Mixto,0.00203204,0.0626445,,,0.000943283,,0.0420259,2.15422,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
62,ROSS - 2020,2,82,3,Mixto,0.00206416,0.0647087,,,0.00095063,,0.0429765,2.17136,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
63,ROSS - 2020,2,83,3,Mixto,0.00209581,0.0668045,,,0.000957749,,0.0439343,2.18827,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
64,ROSS - 2020,2,84,3,Mixto,0.00212697,0.0689314,,,0.00096464,,0.0448989,2.20494,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
65,ROSS - 2020,2,85,3,Mixto,0.00215763,0.0710891,,,0.000971303,,0.0458702,2.22138,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
66,ROSS - 2020,2,86,3,Mixto,0.00218779,0.0732769,,,0.000977737,,0.0468479,2.2376,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
67,ROSS - 2020,2,87,3,Mixto,0.00221742,0.0754943,,,0.000983942,,0.0478319,2.25361,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
68,ROSS - 2020,2,88,3,Mixto,0.00224652,0.0777408,,,0.000989919,,0.0488218,2.2694,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
69,ROSS - 2020,2,89,3,Mixto,0.00227509,0.0800159,,,0.000995667,,0.0498175,2.28499,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
70,ROSS - 2020,2,90,3,Mixto,0.00230311,0.082319,,,0.00100119,,0.0508186,2.30038,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
71,ROSS - 2020,2,91,3,Mixto,0.00233058,0.0846496,,,0.00100648,,0.0518251,2.31558,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
72,ROSS - 2020,2,92,3,Mixto,0.0023575,0.0870071,,,0.00101155,,0.0528367,2.33059,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
73,ROSS - 2020,2,93,3,Mixto,0.00238386,0.0893909,,,0.00101639,,0.0538531,2.34542,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
74,ROSS - 2020,2,94,3,Mixto,0.00240966,0.0918006,,,0.00102101,,0.0548741,2.36008,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
75,ROSS - 2020,2,95,3,Mixto,0.0024349,0.0942355,,,0.0010254,,0.0558995,2.37458,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
76,ROSS - 2020,2,96,3,Mixto,0.00245957,0.0966951,,,0.00102957,,0.056929,2.38893,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
77,ROSS - 2020,2,97,3,Mixto,0.00248369,0.0991788,,,0.00103352,,0.0579626,2.40313,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
78,ROSS - 2020,2,98,3,Mixto,0.00250724,0.101686,,,0.00103725,,0.0589998,2.41719,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
79,ROSS - 2020,2,99,3,Mixto,0.00253023,0.104216,,,0.00104077,,0.0600406,2.43112,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
80,ROSS - 2020,2,100,3,Mixto,0.00255267,0.106769,,,0.00104407,,0.0610847,2.44493,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
81,ROSS - 2020,2,101,3,Mixto,0.00257456,0.109343,,,0.00104715,,0.0621318,2.45863,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
82,ROSS - 2020,2,102,3,Mixto,0.00259589,0.111939,,,0.00105002,,0.0631818,2.47222,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
83,ROSS - 2020,2,103,3,Mixto,0.00261668,0.114556,,,0.00105269,,0.0642345,2.48572,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
84,ROSS - 2020,2,104,3,Mixto,0.00263693,0.117193,,,0.00105514,,0.0652897,2.49913,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
85,ROSS - 2020,2,105,3,Mixto,0.00265665,0.11985,,,0.00105739,,0.066347,2.51247,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
86,ROSS - 2020,2,106,3,Mixto,0.00267585,0.122525,,,0.00105943,,0.0674065,2.52573,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
87,ROSS - 2020,2,107,3,Mixto,0.00269452,0.12522,,,0.00106128,,0.0684678,2.53894,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
88,ROSS - 2020,2,108,3,Mixto,0.00271268,0.127933,,,0.00106292,,0.0695307,2.55209,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
89,ROSS - 2020,2,109,3,Mixto,0.00273033,0.130663,,,0.00106437,,0.0705951,2.5652,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
90,ROSS - 2020,2,110,3,Mixto,0.00274749,0.13341,,,0.00106563,,0.0716607,2.57828,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
91,ROSS - 2020,2,111,3,Mixto,0.00276415,0.136175,,,0.00106669,,0.0727274,2.59133,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
92,ROSS - 2020,2,112,3,Mixto,0.00278034,0.138955,,,0.00106757,,0.0737949,2.60436,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
93,ROSS - 2020,2,113,3,Mixto,0.00279605,0.141751,,,0.00106826,,0.0748632,2.61738,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
94,ROSS - 2020,2,114,3,Mixto,0.0028113,0.144562,,,0.00106877,,0.075932,2.6304,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
95,ROSS - 2020,2,115,3,Mixto,0.0028261,0.147388,,,0.0010691,,0.0770011,2.64343,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
96,ROSS - 2020,2,116,3,Mixto,0.00284045,0.150229,,,0.00106926,,0.0780703,2.65647,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
97,ROSS - 2020,2,117,3,Mixto,0.00285437,0.153083,,,0.00106924,,0.0791396,2.66954,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
98,ROSS - 2020,2,118,3,Mixto,0.00286786,0.155951,,,0.00106904,,0.0802086,2.68264,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
99,ROSS - 2020,2,119,3,Mixto,0.00288093,0.158832,,,0.00106868,,0.0812773,2.69577,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
100,ROSS - 2020,2,120,3,Mixto,0.0028936,0.161726,,,0.00106816,,0.0823455,2.70896,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
101,ROSS - 2020,2,121,3,Mixto,0.00290587,0.164632,,,0.00106748,,0.0834129,2.72219,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
102,ROSS - 2020,2,122,3,Mixto,0.00291775,0.167549,,,0.00106663,,0.0844796,2.73548,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
103,ROSS - 2020,2,123,3,Mixto,0.00292926,0.170479,,,0.00106563,,0.0855452,2.74885,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
104,ROSS - 2020,2,124,3,Mixto,0.00294039,0.173419,,,0.00106448,,0.0866097,2.76228,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
105,ROSS - 2020,2,125,3,Mixto,0.00295117,0.17637,,,0.00106318,,0.0876729,2.7758,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
106,ROSS - 2020,2,126,3,Mixto,0.0029616,0.179332,,,0.00106173,,0.0887346,2.7894,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
107,ROSS - 2020,2,127,3,Mixto,0.00297169,0.182303,,,0.00106014,,0.0897947,2.8031,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
108,ROSS - 2020,2,128,3,Mixto,0.00298144,0.185285,,,0.00105841,,0.0908531,2.8169,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
109,ROSS - 2020,2,129,3,Mixto,0.00299088,0.188276,,,0.00105655,,0.0919097,2.83081,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
110,ROSS - 2020,2,130,3,Mixto,0.003,0.191276,,,0.00105455,,0.0929642,2.84483,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
111,ROSS - 2020,2,131,3,Mixto,0.00300882,0.194284,,,0.00105242,,0.0940167,2.85896,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
112,ROSS - 2020,2,132,3,Mixto,0.00301734,0.197302,,,0.00105016,,0.0950668,2.87323,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
113,ROSS - 2020,2,133,3,Mixto,0.00302558,0.200327,,,0.00104778,,0.0961146,2.88762,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
114,ROSS - 2020,2,134,3,Mixto,0.00303354,0.203361,,,0.00104528,,0.0971599,2.90214,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
115,ROSS - 2020,2,135,3,Mixto,0.00304123,0.206402,,,0.00104266,,0.0982025,2.91681,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
116,ROSS - 2020,2,136,3,Mixto,0.00304866,0.209451,,,0.00103992,,0.0992424,2.93162,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
117,ROSS - 2020,2,137,3,Mixto,0.00305584,0.212507,,,0.00103708,,0.10028,2.94659,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
118,ROSS - 2020,2,138,3,Mixto,0.00306277,0.215569,,,0.00103412,,0.101314,2.96171,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
119,ROSS - 2020,2,139,3,Mixto,0.00306946,0.218639,,,0.00103106,,0.102345,2.97699,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
120,ROSS - 2020,2,140,3,Mixto,0.00307592,0.221715,,,0.0010279,,0.103373,2.99244,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
121,ROSS - 2020,2,141,3,Mixto,0.00308216,0.224797,,,0.00102464,,0.104397,3.00805,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
122,ROSS - 2020,2,142,3,Mixto,0.00308819,0.227885,,,0.00102128,,0.105419,3.02384,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
123,ROSS - 2020,2,143,3,Mixto,0.003094,0.230979,,,0.00101783,,0.106436,3.03981,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
124,ROSS - 2020,2,144,3,Mixto,0.00309962,0.234079,,,0.00101428,,0.107451,3.05596,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
125,ROSS - 2020,2,145,3,Mixto,0.00310504,0.237184,,,0.00101065,,0.108461,3.0723,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
126,ROSS - 2020,2,146,3,Mixto,0.00311027,0.240294,,,0.00100694,,0.109468,3.08883,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
127,ROSS - 2020,2,147,3,Mixto,0.00311532,0.243409,,,0.00100314,,0.110471,3.10556,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
128,ROSS - 2020,2,148,3,Mixto,0.00312019,0.24653,,,0.000999266,,0.111471,3.12248,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
129,ROSS - 2020,2,149,3,Mixto,0.00312489,0.249655,,,0.000995312,,0.112466,3.13961,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
130,ROSS - 2020,2,150,3,Mixto,0.00312943,0.252784,,,0.000991286,,0.113457,3.15694,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
131,ROSS - 2020,2,151,3,Mixto,0.00313381,0.255918,,,0.000987187,,0.114444,3.17448,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
132,ROSS - 2020,2,152,3,Mixto,0.00313803,0.259056,,,0.000983021,,0.115427,3.19223,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
133,ROSS - 2020,2,153,3,Mixto,0.00314211,0.262198,,,0.000978788,,0.116406,3.2102,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
134,ROSS - 2020,2,154,3,Mixto,0.00314604,0.265344,,,0.000974492,,0.117381,3.22839,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
135,ROSS - 2020,2,155,3,Mixto,0.00314984,0.268494,,,0.000970135,,0.118351,3.2468,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
136,ROSS - 2020,2,156,3,Mixto,0.0031535,0.271647,,,0.00096572,,0.119317,3.26544,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
137,ROSS - 2020,2,157,3,Mixto,0.00315703,0.274804,,,0.000961249,,0.120278,3.2843,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
138,ROSS - 2020,2,158,3,Mixto,0.00316044,0.277965,,,0.000956724,,0.121235,3.3034,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
139,ROSS - 2020,2,159,3,Mixto,0.00316373,0.281128,,,0.000952148,,0.122187,3.32273,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
140,ROSS - 2020,2,160,3,Mixto,0.00316691,0.284295,,,0.000947523,,0.123134,3.3423,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
141,ROSS - 2020,2,161,3,Mixto,0.00316997,0.287465,,,0.000942852,,0.124077,3.36211,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
142,ROSS - 2020,2,162,3,Mixto,0.00317292,0.290638,,,0.000938137,,0.125015,3.38216,-1.0,Cerdos,2019,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
