peso,ganancia,edad,sexo,active,nombreGenetica,codigoConstruccion,tipoClima,codigoZonaGeografica,animal
0.079006,-1.0,3,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.095872,-1.0,4,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.118065,-1.0,5,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.143809,-1.0,6,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.169552,-1.0,7,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.20151,-1.0,8,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.237018,-1.0,9,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.275189,-1.0,10,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.317799,-1.0,11,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.363072,-1.0,12,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.411008,-1.0,13,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.462495,-1.0,14,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.516646,-1.0,15,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.572571,-1.0,16,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.63116,-1.0,17,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.691524,-1.0,18,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.753663,-1.0,19,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.817578,-1.0,20,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.883269,-1.0,21,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.950734,-1.0,22,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.01909,-1.0,23,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.08922,-1.0,24,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.16023,-1.0,25,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.23302,-1.0,26,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.30582,-1.0,27,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.3795,-1.0,28,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.45406,-1.0,29,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.52952,-1.0,30,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.60497,-1.0,31,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.68132,-1.0,32,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.75766,-1.0,33,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.834,-1.0,34,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.91123,-1.0,35,Hembra,1,TCA - 2022,2,Calida,1,Poultry
1.98846,-1.0,36,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.0657,-1.0,37,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.14293,-1.0,38,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.21927,-1.0,39,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.29561,-1.0,40,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.37195,-1.0,41,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.4483,-1.0,42,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.52375,-1.0,43,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.59832,-1.0,44,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.67289,-1.0,45,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.74657,-1.0,46,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.82025,-1.0,47,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.89392,-1.0,48,Hembra,1,TCA - 2022,2,Calida,1,Poultry
2.96672,-1.0,49,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.03685,-1.0,50,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.10609,-1.0,51,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.17444,-1.0,52,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.24191,-1.0,53,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.30937,-1.0,54,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.37684,-1.0,55,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.44253,-1.0,56,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.50822,-1.0,57,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.57213,-1.0,58,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.63427,-1.0,59,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.69641,-1.0,60,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.75766,-1.0,61,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.81892,-1.0,62,Hembra,1,TCA - 2022,2,Calida,1,Poultry
3.87928,-1.0,63,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.038136,-1.0,0,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.057204,-1.0,1,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.067191,-1.0,2,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.080811,-1.0,3,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.098063,-1.0,4,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.120763,-1.0,5,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.147095,-1.0,6,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.173427,-1.0,7,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.206114,-1.0,8,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.242434,-1.0,9,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.281478,-1.0,10,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.325061,-1.0,11,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.371369,-1.0,12,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.420401,-1.0,13,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.473064,-1.0,14,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.528452,-1.0,15,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.585655,-1.0,16,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.645583,-1.0,17,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.707326,-1.0,18,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.770886,-1.0,19,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.836261,-1.0,20,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.903453,-1.0,21,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.97246,-1.0,22,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.04238,-1.0,23,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.11411,-1.0,24,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.18675,-1.0,25,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.2612,-1.0,26,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.33566,-1.0,27,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.41102,-1.0,28,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.48729,-1.0,29,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.56447,-1.0,30,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.64165,-1.0,31,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.71974,-1.0,32,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.79783,-1.0,33,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.87591,-1.0,34,Hembra,1,TCA - 2022,2,Frio,1,Poultry
1.95491,-1.0,35,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.0339,-1.0,36,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.1129,-1.0,37,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.19189,-1.0,38,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.26998,-1.0,39,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.34807,-1.0,40,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.42616,-1.0,41,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.50424,-1.0,42,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.58142,-1.0,43,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.6577,-1.0,44,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.73397,-1.0,45,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.80933,-1.0,46,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.88469,-1.0,47,Hembra,1,TCA - 2022,2,Frio,1,Poultry
2.96006,-1.0,48,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.03451,-1.0,49,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.10624,-1.0,50,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.17707,-1.0,51,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.24698,-1.0,52,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.31599,-1.0,53,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.385,-1.0,54,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.454,-1.0,55,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.5212,-1.0,56,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.58839,-1.0,57,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.65376,-1.0,58,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.71732,-1.0,59,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.78088,-1.0,60,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.84353,-1.0,61,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.90618,-1.0,62,Hembra,1,TCA - 2022,2,Frio,1,Poultry
3.96793,-1.0,63,Hembra,1,TCA - 2022,2,Frio,1,Poultry
0.038082,-1.0,0,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.057123,-1.0,1,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.067097,-1.0,2,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.080698,-1.0,3,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.097926,-1.0,4,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.120594,-1.0,5,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.146888,-1.0,6,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.173183,-1.0,7,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.205825,-1.0,8,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.242094,-1.0,9,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.281083,-1.0,10,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.324605,-1.0,11,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.370848,-1.0,12,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.419811,-1.0,13,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.4724,-1.0,14,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.52771,-1.0,15,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.584833,-1.0,16,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.644677,-1.0,17,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.706334,-1.0,18,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.769804,-1.0,19,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.835088,-1.0,20,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.902185,-1.0,21,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.971095,-1.0,22,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.04091,-1.0,23,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.11254,-1.0,24,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.18508,-1.0,25,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.25943,-1.0,26,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.33378,-1.0,27,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.40904,-1.0,28,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.48521,-1.0,29,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.56228,-1.0,30,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.63935,-1.0,31,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.71732,-1.0,32,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.7953,-1.0,33,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.87328,-1.0,34,Hembra,1,TCA - 2022,2,Calida,2,Poultry
1.95217,-1.0,35,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.03105,-1.0,36,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.10993,-1.0,37,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.18882,-1.0,38,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.2668,-1.0,39,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.34477,-1.0,40,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.42275,-1.0,41,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.50073,-1.0,42,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.5778,-1.0,43,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.65396,-1.0,44,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.73013,-1.0,45,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.80539,-1.0,46,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.88064,-1.0,47,Hembra,1,TCA - 2022,2,Calida,2,Poultry
2.9559,-1.0,48,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.03025,-1.0,49,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.10188,-1.0,50,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.17261,-1.0,51,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.24242,-1.0,52,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.31134,-1.0,53,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.38025,-1.0,54,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.44916,-1.0,55,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.51625,-1.0,56,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.58335,-1.0,57,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.64863,-1.0,58,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.71211,-1.0,59,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.77557,-1.0,60,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.83814,-1.0,61,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.9007,-1.0,62,Hembra,1,TCA - 2022,2,Calida,2,Poultry
3.96236,-1.0,63,Hembra,1,TCA - 2022,2,Calida,2,Poultry
0.038028,-1.0,0,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.057042,-1.0,1,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.067002,-1.0,2,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.080583,-1.0,3,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.097786,-1.0,4,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.120422,-1.0,5,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.146679,-1.0,6,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.172937,-1.0,7,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.205532,-1.0,8,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.24175,-1.0,9,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.280683,-1.0,10,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.324144,-1.0,11,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.37032,-1.0,12,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.419214,-1.0,13,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.471728,-1.0,14,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.52696,-1.0,15,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.584002,-1.0,16,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.64376,-1.0,17,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.705329,-1.0,18,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.768709,-1.0,19,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.8339,-1.0,20,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.900902,-1.0,21,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.969714,-1.0,22,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.03943,-1.0,23,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.11096,-1.0,24,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.1834,-1.0,25,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.25764,-1.0,26,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.33189,-1.0,27,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.40704,-1.0,28,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.48309,-1.0,29,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.56005,-1.0,30,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.63701,-1.0,31,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.71488,-1.0,32,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.79275,-1.0,33,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.87062,-1.0,34,Hembra,1,TCA - 2022,2,Frio,2,Poultry
1.94939,-1.0,35,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.02816,-1.0,36,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.10693,-1.0,37,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.1857,-1.0,38,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.26357,-1.0,39,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.34144,-1.0,40,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.41931,-1.0,41,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.49717,-1.0,42,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.57413,-1.0,43,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.65019,-1.0,44,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.72625,-1.0,45,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.8014,-1.0,46,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.87655,-1.0,47,Hembra,1,TCA - 2022,2,Frio,2,Poultry
2.9517,-1.0,48,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.02594,-1.0,49,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.09747,-1.0,50,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.1681,-1.0,51,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.23781,-1.0,52,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.30663,-1.0,53,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.37544,-1.0,54,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.44425,-1.0,55,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.51125,-1.0,56,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.57825,-1.0,57,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.64345,-1.0,58,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.70683,-1.0,59,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.77021,-1.0,60,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.83268,-1.0,61,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.89515,-1.0,62,Hembra,1,TCA - 2022,2,Frio,2,Poultry
3.95672,-1.0,63,Hembra,1,TCA - 2022,2,Frio,2,Poultry
0.039869,-1.0,0,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.059803,-1.0,1,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.070245,-1.0,2,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.084484,-1.0,3,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.10252,-1.0,4,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.126251,-1.0,5,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.15378,-1.0,6,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.181308,-1.0,7,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.215482,-1.0,8,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.253452,-1.0,9,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.29427,-1.0,10,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.339834,-1.0,11,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.388247,-1.0,12,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.439507,-1.0,13,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.494564,-1.0,14,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.552468,-1.0,15,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.612272,-1.0,16,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.674923,-1.0,17,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.739472,-1.0,18,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.80592,-1.0,19,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.874267,-1.0,20,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.944512,-1.0,21,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.01666,-1.0,22,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.08975,-1.0,23,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.16474,-1.0,24,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.24068,-1.0,25,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.31852,-1.0,26,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.39636,-1.0,27,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.47515,-1.0,28,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.55489,-1.0,29,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.63557,-1.0,30,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.71626,-1.0,31,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.79789,-1.0,32,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.87953,-1.0,33,Hembra,1,TCA - 2022,4,Calida,2,Poultry
1.96117,-1.0,34,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.04375,-1.0,35,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.12634,-1.0,36,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.20892,-1.0,37,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.29151,-1.0,38,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.37315,-1.0,39,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.45478,-1.0,40,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.53642,-1.0,41,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.61805,-1.0,42,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.69874,-1.0,43,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.77848,-1.0,44,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.85822,-1.0,45,Hembra,1,TCA - 2022,4,Calida,2,Poultry
2.93701,-1.0,46,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.01579,-1.0,47,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.09458,-1.0,48,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.17242,-1.0,49,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.24741,-1.0,50,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.32146,-1.0,51,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.39455,-1.0,52,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.46669,-1.0,53,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.53884,-1.0,54,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.61098,-1.0,55,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.68122,-1.0,56,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.75147,-1.0,57,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.81981,-1.0,58,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.88626,-1.0,59,Hembra,1,TCA - 2022,4,Calida,2,Poultry
3.95271,-1.0,60,Hembra,1,TCA - 2022,4,Calida,2,Poultry
4.01821,-1.0,61,Hembra,1,TCA - 2022,4,Calida,2,Poultry
4.08371,-1.0,62,Hembra,1,TCA - 2022,4,Calida,2,Poultry
4.14826,-1.0,63,Hembra,1,TCA - 2022,4,Calida,2,Poultry
0.039872,-1.0,0,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.059808,-1.0,1,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.070251,-1.0,2,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.084491,-1.0,3,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.102528,-1.0,4,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.126262,-1.0,5,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.153793,-1.0,6,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.181323,-1.0,7,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.2155,-1.0,8,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.253473,-1.0,9,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.294295,-1.0,10,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.339863,-1.0,11,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.388279,-1.0,12,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.439543,-1.0,13,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.494605,-1.0,14,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.552514,-1.0,15,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.612322,-1.0,16,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.674979,-1.0,17,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.739534,-1.0,18,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.805987,-1.0,19,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.87434,-1.0,20,Hembra,1,TCA - 2022,4,Frio,2,Poultry
0.944591,-1.0,21,Hembra,1,TCA - 2022,4,Frio,2,Poultry
1.01674,-1.0,22,Hembra,1,TCA - 2022,4,Frio,2,Poultry
1.08984,-1.0,23,Hembra,1,TCA - 2022,4,Frio,2,Poultry
1.16484,-1.0,24,Hembra,1,TCA - 2022,4,Frio,2,Poultry
1.24078,-1.0,25,Hembra,1,TCA - 2022,4,Frio,2,Poultry
1.31863,-1.0,26,Hembra,1,TCA - 2022,4,Frio,2,Poultry
1.39647,-1.0,27,Hembra,1,TCA - 2022,4,Frio,2,Poultry
1.47527,-1.0,28,Hembra,1,TCA - 2022,4,Frio,2,Poultry
1.55501,-1.0,29,Hembra,1,TCA - 2022,4,Frio,2,Poultry
1.63571,-1.0,30,Hembra,1,TCA - 2022,4,Frio,2,Poultry
