peso,ganancia,edad,sexo,active,nombreGenetica,codigoConstruccion,tipoClima,codigoZonaGeografica,animal
1.389,0.082,26,Hembra,1,COBB500 - 2018,1,,-1,Poultry
1.471,0.082,27,Hembra,1,COBB500 - 2018,1,,-1,Poultry
1.554,0.083,28,Hembra,1,COBB500 - 2018,1,,-1,Poultry
1.638,0.084,29,Hembra,1,COBB500 - 2018,1,,-1,Poultry
1.723,0.085,30,Hembra,1,COBB500 - 2018,1,,-1,Poultry
1.808,0.085,31,Hembra,1,COBB500 - 2018,1,,-1,Poultry
1.894,0.086,32,Hembra,1,COBB500 - 2018,1,,-1,Poultry
1.98,0.086,33,Hembra,1,COBB500 - 2018,1,,-1,Poultry
2.066,0.086,34,Hembra,1,COBB500 - 2018,1,,-1,Poultry
2.153,0.087,35,Hembra,1,COBB500 - 2018,1,,-1,Poultry
2.24,0.087,36,Hembra,1,COBB500 - 2018,1,,-1,Poultry
2.327,0.087,37,Hembra,1,COBB500 - 2018,1,,-1,Poultry
2.414,0.087,38,Hembra,1,COBB500 - 2018,1,,-1,Poultry
2.5,0.086,39,Hembra,1,COBB500 - 2018,1,,-1,Poultry
2.586,0.086,40,Hembra,1,COBB500 - 2018,1,,-1,Poultry
2.672,0.086,41,Hembra,1,COBB500 - 2018,1,,-1,Poultry
2.758,0.086,42,Hembra,1,COBB500 - 2018,1,,-1,Poultry
2.843,0.085,43,Hembra,1,COBB500 - 2018,1,,-1,Poultry
2.927,0.084,44,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.011,0.084,45,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.094,0.083,46,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.177,0.083,47,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.26,0.083,48,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.342,0.082,49,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.421,0.079,50,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.499,0.078,51,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.576,0.077,52,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.652,0.076,53,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.728,0.076,54,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.804,0.076,55,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.878,0.074,56,Hembra,1,COBB500 - 2018,1,,-1,Poultry
3.952,0.074,57,Hembra,1,COBB500 - 2018,1,,-1,Poultry
4.024,0.072,58,Hembra,1,COBB500 - 2018,1,,-1,Poultry
4.094,0.07,59,Hembra,1,COBB500 - 2018,1,,-1,Poultry
4.164,0.07,60,Hembra,1,COBB500 - 2018,1,,-1,Poultry
4.233,0.069,61,Hembra,1,COBB500 - 2018,1,,-1,Poultry
4.302,0.069,62,Hembra,1,COBB500 - 2018,1,,-1,Poultry
4.37,0.068,63,Hembra,1,COBB500 - 2018,1,,-1,Poultry
0.042,0.0,0,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.056,0.014,1,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.072,0.016,2,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.089,0.017,3,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.109,0.02,4,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.131,0.022,5,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.157,0.026,6,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.185,0.028,7,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.215,0.03,8,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.247,0.032,9,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.283,0.036,10,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.321,0.038,11,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.364,0.043,12,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.412,0.048,13,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.465,0.053,14,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.524,0.059,15,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.586,0.062,16,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.651,0.065,17,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.719,0.068,18,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.79,0.071,19,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.865,0.075,20,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.943,0.078,21,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.023,0.08,22,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.104,0.081,23,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.186,0.082,24,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.269,0.083,25,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.353,0.084,26,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.438,0.085,27,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.524,0.086,28,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.613,0.089,29,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.705,0.092,30,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.799,0.094,31,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.895,0.096,32,Mixto,0,COBB500 - 2015,1,,-1,Poultry
1.993,0.098,33,Mixto,0,COBB500 - 2015,1,,-1,Poultry
2.092,0.099,34,Mixto,0,COBB500 - 2015,1,,-1,Poultry
2.191,0.099,35,Mixto,0,COBB500 - 2015,1,,-1,Poultry
2.289,0.098,36,Mixto,0,COBB500 - 2015,1,,-1,Poultry
2.386,0.097,37,Mixto,0,COBB500 - 2015,1,,-1,Poultry
2.482,0.096,38,Mixto,0,COBB500 - 2015,1,,-1,Poultry
2.577,0.095,39,Mixto,0,COBB500 - 2015,1,,-1,Poultry
2.671,0.094,40,Mixto,0,COBB500 - 2015,1,,-1,Poultry
2.764,0.093,41,Mixto,0,COBB500 - 2015,1,,-1,Poultry
2.857,0.093,42,Mixto,0,COBB500 - 2015,1,,-1,Poultry
2.95,0.093,43,Mixto,0,COBB500 - 2015,1,,-1,Poultry
3.043,0.093,44,Mixto,0,COBB500 - 2015,1,,-1,Poultry
3.136,0.093,45,Mixto,0,COBB500 - 2015,1,,-1,Poultry
3.229,0.093,46,Mixto,0,COBB500 - 2015,1,,-1,Poultry
3.322,0.093,47,Mixto,0,COBB500 - 2015,1,,-1,Poultry
3.414,0.092,48,Mixto,0,COBB500 - 2015,1,,-1,Poultry
3.506,0.092,49,Mixto,0,COBB500 - 2015,1,,-1,Poultry
3.596,0.09,50,Mixto,0,COBB500 - 2015,1,,-1,Poultry
3.685,0.089,51,Mixto,0,COBB500 - 2015,1,,-1,Poultry
3.773,0.088,52,Mixto,0,COBB500 - 2015,1,,-1,Poultry
3.859,0.086,53,Mixto,0,COBB500 - 2015,1,,-1,Poultry
3.944,0.085,54,Mixto,0,COBB500 - 2015,1,,-1,Poultry
4.028,0.084,55,Mixto,0,COBB500 - 2015,1,,-1,Poultry
4.111,0.083,56,Mixto,0,COBB500 - 2015,1,,-1,Poultry
4.192,0.081,57,Mixto,0,COBB500 - 2015,1,,-1,Poultry
4.272,0.08,58,Mixto,0,COBB500 - 2015,1,,-1,Poultry
4.35,0.078,59,Mixto,0,COBB500 - 2015,1,,-1,Poultry
4.427,0.077,60,Mixto,0,COBB500 - 2015,1,,-1,Poultry
4.502,0.075,61,Mixto,0,COBB500 - 2015,1,,-1,Poultry
4.576,0.074,62,Mixto,0,COBB500 - 2015,1,,-1,Poultry
4.649,0.073,63,Mixto,0,COBB500 - 2015,1,,-1,Poultry
0.042,0.0,0,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.056,0.014,1,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.072,0.016,2,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.089,0.017,3,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.109,0.02,4,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.13,0.021,5,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.156,0.026,6,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.184,0.028,7,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.214,0.029,8,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.244,0.03,9,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.28,0.036,10,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.318,0.038,11,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.36,0.043,12,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.408,0.048,13,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.46,0.053,14,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.52,0.06,15,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.582,0.062,16,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.646,0.064,17,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.711,0.065,18,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.777,0.066,19,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.844,0.067,20,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.914,0.07,21,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.986,0.072,22,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.06,0.074,23,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.136,0.076,24,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.214,0.078,25,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.294,0.08,26,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.378,0.084,27,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.463,0.085,28,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.549,0.086,29,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.636,0.087,30,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.724,0.088,31,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.813,0.089,32,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.903,0.09,33,Hembra,0,COBB500 - 2015,1,,-1,Poultry
1.993,0.09,34,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.083,0.09,35,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.172,0.089,36,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.259,0.087,37,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.344,0.085,38,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.428,0.084,39,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.51,0.082,40,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.591,0.081,41,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.671,0.08,42,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.751,0.08,43,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.831,0.08,44,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.91,0.079,45,Hembra,0,COBB500 - 2015,1,,-1,Poultry
2.989,0.079,46,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.068,0.079,47,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.147,0.079,48,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.226,0.079,49,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.301,0.075,50,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.376,0.075,51,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.451,0.075,52,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.524,0.073,53,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.597,0.073,54,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.67,0.073,55,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.741,0.071,56,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.812,0.071,57,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.883,0.071,58,Hembra,0,COBB500 - 2015,1,,-1,Poultry
3.953,0.07,59,Hembra,0,COBB500 - 2015,1,,-1,Poultry
4.023,0.07,60,Hembra,0,COBB500 - 2015,1,,-1,Poultry
4.093,0.07,61,Hembra,0,COBB500 - 2015,1,,-1,Poultry
4.162,0.069,62,Hembra,0,COBB500 - 2015,1,,-1,Poultry
4.23,0.068,63,Hembra,0,COBB500 - 2015,1,,-1,Poultry
0.042,0.0,0,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.056,0.014,1,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.072,0.016,2,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.089,0.017,3,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.109,0.02,4,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.131,0.022,5,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.157,0.026,6,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.186,0.029,7,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.217,0.032,8,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.25,0.033,9,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.286,0.036,10,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.324,0.038,11,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.368,0.043,12,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.416,0.048,13,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.47,0.054,14,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.528,0.058,15,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.59,0.062,16,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.656,0.066,17,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.727,0.071,18,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.803,0.076,19,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.884,0.081,20,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.971,0.087,21,Macho,0,COBB500 - 2015,1,,-1,Poultry
1.058,0.087,22,Macho,0,COBB500 - 2015,1,,-1,Poultry
1.145,0.087,23,Macho,0,COBB500 - 2015,1,,-1,Poultry
1.233,0.088,24,Macho,0,COBB500 - 2015,1,,-1,Poultry
1.321,0.088,25,Macho,0,COBB500 - 2015,1,,-1,Poultry
1.409,0.088,26,Macho,0,COBB500 - 2015,1,,-1,Poultry
1.497,0.088,27,Macho,0,COBB500 - 2015,1,,-1,Poultry
1.585,0.088,28,Macho,0,COBB500 - 2015,1,,-1,Poultry
1.677,0.092,29,Macho,0,COBB500 - 2015,1,,-1,Poultry
1.773,0.096,30,Macho,0,COBB500 - 2015,1,,-1,Poultry
1.873,0.1,31,Macho,0,COBB500 - 2015,1,,-1,Poultry
1.978,0.105,32,Macho,0,COBB500 - 2015,1,,-1,Poultry
2.085,0.107,33,Macho,0,COBB500 - 2015,1,,-1,Poultry
2.192,0.107,34,Macho,0,COBB500 - 2015,1,,-1,Poultry
2.299,0.107,35,Macho,0,COBB500 - 2015,1,,-1,Poultry
2.406,0.107,36,Macho,0,COBB500 - 2015,1,,-1,Poultry
2.513,0.107,37,Macho,0,COBB500 - 2015,1,,-1,Poultry
2.62,0.107,38,Macho,0,COBB500 - 2015,1,,-1,Poultry
2.726,0.106,39,Macho,0,COBB500 - 2015,1,,-1,Poultry
2.832,0.106,40,Macho,0,COBB500 - 2015,1,,-1,Poultry
2.938,0.106,41,Macho,0,COBB500 - 2015,1,,-1,Poultry
3.044,0.106,42,Macho,0,COBB500 - 2015,1,,-1,Poultry
3.15,0.106,43,Macho,0,COBB500 - 2015,1,,-1,Poultry
3.256,0.106,44,Macho,0,COBB500 - 2015,1,,-1,Poultry
3.362,0.106,45,Macho,0,COBB500 - 2015,1,,-1,Poultry
3.468,0.106,46,Macho,0,COBB500 - 2015,1,,-1,Poultry
3.574,0.106,47,Macho,0,COBB500 - 2015,1,,-1,Poultry
3.68,0.106,48,Macho,0,COBB500 - 2015,1,,-1,Poultry
3.786,0.106,49,Macho,0,COBB500 - 2015,1,,-1,Poultry
3.891,0.105,50,Macho,0,COBB500 - 2015,1,,-1,Poultry
3.994,0.103,51,Macho,0,COBB500 - 2015,1,,-1,Poultry
4.095,0.101,52,Macho,0,COBB500 - 2015,1,,-1,Poultry
4.194,0.099,53,Macho,0,COBB500 - 2015,1,,-1,Poultry
4.291,0.097,54,Macho,0,COBB500 - 2015,1,,-1,Poultry
4.386,0.095,55,Macho,0,COBB500 - 2015,1,,-1,Poultry
4.481,0.095,56,Macho,0,COBB500 - 2015,1,,-1,Poultry
4.573,0.092,57,Macho,0,COBB500 - 2015,1,,-1,Poultry
4.662,0.089,58,Macho,0,COBB500 - 2015,1,,-1,Poultry
4.748,0.086,59,Macho,0,COBB500 - 2015,1,,-1,Poultry
4.831,0.083,60,Macho,0,COBB500 - 2015,1,,-1,Poultry
4.912,0.081,61,Macho,0,COBB500 - 2015,1,,-1,Poultry
4.99,0.078,62,Macho,0,COBB500 - 2015,1,,-1,Poultry
5.068,0.078,63,Macho,0,COBB500 - 2015,1,,-1,Poultry
0.040353,-1.0,0,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.060529,-1.0,1,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.071098,-1.0,2,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.08551,-1.0,3,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.103765,-1.0,4,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.127784,-1.0,5,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.155647,-1.0,6,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.18351,-1.0,7,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.218098,-1.0,8,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.25653,-1.0,9,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.297843,-1.0,10,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.343961,-1.0,11,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.392961,-1.0,12,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.444844,-1.0,13,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.500569,-1.0,14,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.559177,-1.0,15,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.619706,-1.0,16,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.683118,-1.0,17,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.748452,-1.0,18,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.815707,-1.0,19,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.884883,-1.0,20,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.955981,-1.0,21,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.029,-1.0,22,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.10298,-1.0,23,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.17888,-1.0,24,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.25575,-1.0,25,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.33453,-1.0,26,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.41332,-1.0,27,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.49306,-1.0,28,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.57377,-1.0,29,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.65543,-1.0,30,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.7371,-1.0,31,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.81973,-1.0,32,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.90235,-1.0,33,Hembra,1,TCA - 2022,3,Calida,1,Poultry
1.98498,-1.0,34,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.06857,-1.0,35,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.15216,-1.0,36,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.23575,-1.0,37,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.31933,-1.0,38,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.40196,-1.0,39,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.48459,-1.0,40,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.56722,-1.0,41,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.64985,-1.0,42,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.73151,-1.0,43,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.81222,-1.0,44,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.89292,-1.0,45,Hembra,1,TCA - 2022,3,Calida,1,Poultry
2.97267,-1.0,46,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.05241,-1.0,47,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.13216,-1.0,48,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.21094,-1.0,49,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.28685,-1.0,50,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.36179,-1.0,51,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.43577,-1.0,52,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.50879,-1.0,53,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.58181,-1.0,54,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.65483,-1.0,55,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.72592,-1.0,56,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.79702,-1.0,57,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.8662,-1.0,58,Hembra,1,TCA - 2022,3,Calida,1,Poultry
3.93345,-1.0,59,Hembra,1,TCA - 2022,3,Calida,1,Poultry
4.00071,-1.0,60,Hembra,1,TCA - 2022,3,Calida,1,Poultry
4.067,-1.0,61,Hembra,1,TCA - 2022,3,Calida,1,Poultry
4.1333,-1.0,62,Hembra,1,TCA - 2022,3,Calida,1,Poultry
4.19863,-1.0,63,Hembra,1,TCA - 2022,3,Calida,1,Poultry
0.040776,-1.0,0,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.061164,-1.0,1,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.071843,-1.0,2,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.086406,-1.0,3,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.104852,-1.0,4,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.129124,-1.0,5,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.157278,-1.0,6,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.185433,-1.0,7,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.220384,-1.0,8,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.259218,-1.0,9,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.300965,-1.0,10,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.347566,-1.0,11,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.39708,-1.0,12,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.449506,-1.0,13,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.505815,-1.0,14,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.565037,-1.0,15,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.626201,-1.0,16,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.690278,-1.0,17,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.756296,-1.0,18,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.824256,-1.0,19,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.894157,-1.0,20,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.966001,-1.0,21,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.03979,-1.0,22,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.11454,-1.0,23,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.19124,-1.0,24,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.26891,-1.0,25,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.34852,-1.0,26,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.42813,-1.0,27,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.50871,-1.0,28,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.59026,-1.0,29,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.67278,-1.0,30,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.75531,-1.0,31,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.8388,-1.0,32,Hembra,1,TCA - 2022,3,Frio,1,Poultry
1.92229,-1.0,33,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.00579,-1.0,34,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.09025,-1.0,35,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.17472,-1.0,36,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.25918,-1.0,37,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.34364,-1.0,38,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.42714,-1.0,39,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.51063,-1.0,40,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.59412,-1.0,41,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.67762,-1.0,42,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.76014,-1.0,43,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.84169,-1.0,44,Hembra,1,TCA - 2022,3,Frio,1,Poultry
2.92324,-1.0,45,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.00382,-1.0,46,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.08441,-1.0,47,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.16499,-1.0,48,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.2446,-1.0,49,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.32129,-1.0,50,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.39702,-1.0,51,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.47178,-1.0,52,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.54556,-1.0,53,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.61935,-1.0,54,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.69313,-1.0,55,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.76498,-1.0,56,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.83682,-1.0,57,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.90672,-1.0,58,Hembra,1,TCA - 2022,3,Frio,1,Poultry
3.97468,-1.0,59,Hembra,1,TCA - 2022,3,Frio,1,Poultry
4.04264,-1.0,60,Hembra,1,TCA - 2022,3,Frio,1,Poultry
4.10963,-1.0,61,Hembra,1,TCA - 2022,3,Frio,1,Poultry
4.17662,-1.0,62,Hembra,1,TCA - 2022,3,Frio,1,Poultry
4.24263,-1.0,63,Hembra,1,TCA - 2022,3,Frio,1,Poultry
0.037284,-1.0,0,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.055926,-1.0,1,Hembra,1,TCA - 2022,2,Calida,1,Poultry
0.06569,-1.0,2,Hembra,1,TCA - 2022,2,Calida,1,Poultry
