"secuencial","nombreGenetica","codigoProcesoAgrosuper","edad","idSexo","sexo","codigoConstruccion","tipoClima","codigoZonaGeografica","zonaGeografica","consumoDiario","consumoAcumulado","consumoDiarioAgua","consumoAcumuladoAgua","ganancia","gananciaMedia","crecimiento","peso","conversion","conversionAcumulada","raza","anio","temperaturaDeseada","stock","kilogramosCarne","ventilacionMinima","ventiladoresFuncionando","porcentajeOperacionRequerida","porcentajeOperacionRequeridaTotal","tiempoEncendido","tiempoApagado","cicloVentilacion","active","created_at","updated_at"
930,COBB500 - 2018,1,55,2,Macho,1,,-1,Sin Información,0.271,8.295,0.542,16.61,0.094,0.082,,4.484,1.85,1.85,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:40"
931,COBB500 - 2018,1,56,2,Macho,1,,-1,Sin Información,0.27,8.565,0.54,17.15,0.092,0.082,,4.576,1.87,1.87,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:51"
932,COBB500 - 2018,1,57,2,Macho,1,,-1,Sin Información,0.268,8.833,0.536,17.686,0.09,0.082,,4.666,1.89,1.89,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:08"
933,COBB500 - 2018,1,58,2,Macho,1,,-1,Sin Información,0.266,9.099,0.532,18.218,0.087,0.082,,4.753,1.91,1.91,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:42"
934,COBB500 - 2018,1,59,2,Macho,1,,-1,Sin Información,0.264,9.363,0.528,18.746,0.085,0.082,,4.838,1.94,1.94,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:21"
935,COBB500 - 2018,1,60,2,Macho,1,,-1,Sin Información,0.26,9.623,0.52,19.266,0.082,0.082,,4.92,1.96,1.96,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:02"
936,COBB500 - 2018,1,61,2,Macho,1,,-1,Sin Información,0.257,9.88,0.514,19.78,0.079,0.082,,4.999,1.98,1.98,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:56"
937,COBB500 - 2018,1,62,2,Macho,1,,-1,Sin Información,0.254,10.134,0.508,20.288,0.076,0.082,,5.075,2.0,2.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:13"
938,COBB500 - 2018,1,63,2,Macho,1,,-1,Sin Información,0.249,10.383,0.498,20.786,0.073,0.082,,5.148,2.02,2.02,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:27"
939,COBB500 - 2018,1,0,1,Hembra,1,,-1,Sin Información,0.01,0.0,0.02,0.02,0.0,0.0,,0.042,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
940,COBB500 - 2018,1,1,1,Hembra,1,,-1,Sin Información,0.013,0.013,0.026,0.046,-1.0,0.063,,0.063,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
941,COBB500 - 2018,1,2,1,Hembra,1,,-1,Sin Información,0.014,0.027,0.028,0.074,-1.0,0.037,,0.074,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
942,COBB500 - 2018,1,3,1,Hembra,1,,-1,Sin Información,0.016,0.043,0.032,0.106,-1.0,0.03,,0.089,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
943,COBB500 - 2018,1,4,1,Hembra,1,,-1,Sin Información,0.017,0.06,0.034,0.14,-1.0,0.027,,0.108,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
944,COBB500 - 2018,1,5,1,Hembra,1,,-1,Sin Información,0.023,0.083,0.046,0.186,-1.0,0.027,,0.133,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
945,COBB500 - 2018,1,6,1,Hembra,1,,-1,Sin Información,0.029,0.112,0.058,0.244,-1.0,0.027,,0.162,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
946,COBB500 - 2018,1,7,1,Hembra,1,,-1,Sin Información,0.033,0.145,0.066,0.31,0.029,0.027,,0.191,0.76,0.76,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:32"
947,COBB500 - 2018,1,8,1,Hembra,1,,-1,Sin Información,0.036,0.181,0.072,0.382,0.036,0.028,,0.227,0.8,0.8,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:20"
948,COBB500 - 2018,1,9,1,Hembra,1,,-1,Sin Información,0.043,0.224,0.086,0.468,0.04,0.03,,0.267,0.84,0.84,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:07"
949,COBB500 - 2018,1,10,1,Hembra,1,,-1,Sin Información,0.05,0.274,0.1,0.568,0.043,0.031,,0.31,0.88,0.88,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:38"
950,COBB500 - 2018,1,11,1,Hembra,1,,-1,Sin Información,0.056,0.33,0.112,0.68,0.048,0.033,,0.358,0.92,0.92,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:26"
951,COBB500 - 2018,1,12,1,Hembra,1,,-1,Sin Información,0.063,0.393,0.126,0.806,0.051,0.034,,0.409,0.96,0.96,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:42"
952,COBB500 - 2018,1,13,1,Hembra,1,,-1,Sin Información,0.07,0.463,0.14,0.946,0.054,0.036,,0.463,1.0,1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:43"
953,COBB500 - 2018,1,14,1,Hembra,1,,-1,Sin Información,0.072,0.535,0.144,1.09,0.058,0.037,,0.521,1.03,1.03,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:28"
954,COBB500 - 2018,1,15,1,Hembra,1,,-1,Sin Información,0.076,0.611,0.152,1.242,0.061,0.039,,0.582,1.05,1.05,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:27"
955,COBB500 - 2018,1,16,1,Hembra,1,,-1,Sin Información,0.083,0.694,0.166,1.408,0.063,0.04,,0.645,1.08,1.08,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:38"
956,COBB500 - 2018,1,17,1,Hembra,1,,-1,Sin Información,0.089,0.783,0.178,1.586,0.066,0.042,,0.711,1.1,1.1,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:41"
957,COBB500 - 2018,1,18,1,Hembra,1,,-1,Sin Información,0.098,0.881,0.196,1.782,0.068,0.043,,0.779,1.13,1.13,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:07"
958,COBB500 - 2018,1,19,1,Hembra,1,,-1,Sin Información,0.107,0.988,0.214,1.996,0.07,0.045,,0.849,1.16,1.16,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:59"
959,COBB500 - 2018,1,20,1,Hembra,1,,-1,Sin Información,0.112,1.1,0.224,2.22,0.072,0.046,,0.921,1.19,1.19,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:40"
960,COBB500 - 2018,1,21,1,Hembra,1,,-1,Sin Información,0.115,1.215,0.23,2.45,0.074,0.047,,0.995,1.22,1.22,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:52"
961,COBB500 - 2018,1,22,1,Hembra,1,,-1,Sin Información,0.12,1.335,0.24,2.69,0.076,0.049,,1.071,1.25,1.25,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:19"
962,COBB500 - 2018,1,23,1,Hembra,1,,-1,Sin Información,0.124,1.459,0.248,2.938,0.077,0.05,,1.148,1.27,1.27,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:45"
963,COBB500 - 2018,1,24,1,Hembra,1,,-1,Sin Información,0.128,1.587,0.256,3.194,0.079,0.051,,1.227,1.29,1.29,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:19"
964,COBB500 - 2018,1,25,1,Hembra,1,,-1,Sin Información,0.131,1.718,0.262,3.456,0.08,0.052,,1.307,1.31,1.31,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:04"
965,COBB500 - 2018,1,26,1,Hembra,1,,-1,Sin Información,0.137,1.855,0.274,3.73,0.082,0.053,,1.389,1.34,1.34,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:38"
966,COBB500 - 2018,1,27,1,Hembra,1,,-1,Sin Información,0.143,1.998,0.286,4.016,0.082,0.054,,1.471,1.36,1.36,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:54"
967,COBB500 - 2018,1,28,1,Hembra,1,,-1,Sin Información,0.148,2.146,0.296,4.312,0.083,0.056,,1.554,1.38,1.38,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:22"
968,COBB500 - 2018,1,29,1,Hembra,1,,-1,Sin Información,0.151,2.297,0.302,4.614,0.084,0.056,,1.638,1.4,1.4,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:35"
969,COBB500 - 2018,1,30,1,Hembra,1,,-1,Sin Información,0.154,2.451,0.308,4.922,0.085,0.057,,1.723,1.42,1.42,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:52"
970,COBB500 - 2018,1,31,1,Hembra,1,,-1,Sin Información,0.156,2.607,0.312,5.234,0.085,0.058,,1.808,1.44,1.44,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:30"
971,COBB500 - 2018,1,32,1,Hembra,1,,-1,Sin Información,0.159,2.766,0.318,5.552,0.086,0.059,,1.894,1.46,1.46,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:23"
972,COBB500 - 2018,1,33,1,Hembra,1,,-1,Sin Información,0.162,2.928,0.324,5.876,0.086,0.06,,1.98,1.48,1.48,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:16"
973,COBB500 - 2018,1,34,1,Hembra,1,,-1,Sin Información,0.164,3.092,0.328,6.204,0.086,0.061,,2.066,1.5,1.5,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:55"
974,COBB500 - 2018,1,35,1,Hembra,1,,-1,Sin Información,0.166,3.258,0.332,6.536,0.087,0.062,,2.153,1.51,1.51,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:07:47"
975,COBB500 - 2018,1,36,1,Hembra,1,,-1,Sin Información,0.169,3.427,0.338,6.874,0.087,0.062,,2.24,1.53,1.53,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:16"
976,COBB500 - 2018,1,37,1,Hembra,1,,-1,Sin Información,0.172,3.599,0.344,7.218,0.087,0.063,,2.327,1.55,1.55,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:07:54"
977,COBB500 - 2018,1,38,1,Hembra,1,,-1,Sin Información,0.177,3.776,0.354,7.572,0.087,0.064,,2.414,1.56,1.56,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:48"
978,COBB500 - 2018,1,39,1,Hembra,1,,-1,Sin Información,0.179,3.955,0.358,7.93,0.086,0.064,,2.5,1.58,1.58,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:36"
979,COBB500 - 2018,1,40,1,Hembra,1,,-1,Sin Información,0.183,4.138,0.366,8.296,0.086,0.065,,2.586,1.6,1.6,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:07:37"
980,COBB500 - 2018,1,41,1,Hembra,1,,-1,Sin Información,0.189,4.327,0.378,8.674,0.086,0.065,,2.672,1.62,1.62,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:27"
981,COBB500 - 2018,1,42,1,Hembra,1,,-1,Sin Información,0.193,4.52,0.386,9.06,0.086,0.066,,2.758,1.64,1.64,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:15"
982,COBB500 - 2018,1,43,1,Hembra,1,,-1,Sin Información,0.198,4.718,0.396,9.456,0.085,0.066,,2.843,1.66,1.66,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:43"
983,COBB500 - 2018,1,44,1,Hembra,1,,-1,Sin Información,0.202,4.92,0.404,9.86,0.084,0.067,,2.927,1.68,1.68,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:22"
984,COBB500 - 2018,1,45,1,Hembra,1,,-1,Sin Información,0.208,5.128,0.416,10.276,0.084,0.067,,3.011,1.7,1.7,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:24"
985,COBB500 - 2018,1,46,1,Hembra,1,,-1,Sin Información,0.212,5.34,0.424,10.7,0.083,0.067,,3.094,1.73,1.73,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:16"
986,COBB500 - 2018,1,47,1,Hembra,1,,-1,Sin Información,0.215,5.555,0.43,11.13,0.083,0.068,,3.177,1.75,1.75,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:50"
987,COBB500 - 2018,1,48,1,Hembra,1,,-1,Sin Información,0.22,5.775,0.44,11.57,0.083,0.068,,3.26,1.77,1.77,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:11"
988,COBB500 - 2018,1,49,1,Hembra,1,,-1,Sin Información,0.225,6.0,0.45,12.02,0.082,0.068,,3.342,1.8,1.8,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:25"
989,COBB500 - 2018,1,50,1,Hembra,1,,-1,Sin Información,0.226,6.226,0.452,12.472,0.079,0.068,,3.421,1.82,1.82,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:06"
990,COBB500 - 2018,1,51,1,Hembra,1,,-1,Sin Información,0.225,6.451,0.45,12.922,0.078,0.069,,3.499,1.84,1.84,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:14"
991,COBB500 - 2018,1,52,1,Hembra,1,,-1,Sin Información,0.224,6.675,0.448,13.37,0.077,0.069,,3.576,1.87,1.87,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:32"
992,COBB500 - 2018,1,53,1,Hembra,1,,-1,Sin Información,0.224,6.899,0.448,13.818,0.076,0.069,,3.652,1.89,1.89,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:51"
993,COBB500 - 2018,1,54,1,Hembra,1,,-1,Sin Información,0.223,7.122,0.446,14.264,0.076,0.069,,3.728,1.91,1.91,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:09"
994,COBB500 - 2018,1,55,1,Hembra,1,,-1,Sin Información,0.221,7.343,0.442,14.706,0.076,0.069,,3.804,1.93,1.93,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:25"
995,COBB500 - 2018,1,56,1,Hembra,1,,-1,Sin Información,0.219,7.562,0.438,15.144,0.074,0.069,,3.878,1.95,1.95,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:25"
996,COBB500 - 2018,1,57,1,Hembra,1,,-1,Sin Información,0.217,7.779,0.434,15.578,0.074,0.069,,3.952,1.97,1.97,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:47"
997,COBB500 - 2018,1,58,1,Hembra,1,,-1,Sin Información,0.216,7.995,0.432,16.01,0.072,0.069,,4.024,1.99,1.99,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:07"
998,COBB500 - 2018,1,59,1,Hembra,1,,-1,Sin Información,0.214,8.209,0.428,16.438,0.07,0.069,,4.094,2.01,2.01,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:46"
999,COBB500 - 2018,1,60,1,Hembra,1,,-1,Sin Información,0.213,8.422,0.426,16.864,0.07,0.069,,4.164,2.02,2.02,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:39"
1000,COBB500 - 2018,1,61,1,Hembra,1,,-1,Sin Información,0.211,8.633,0.422,17.286,0.069,0.069,,4.233,2.04,2.04,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:57"
1001,COBB500 - 2018,1,62,1,Hembra,1,,-1,Sin Información,0.209,8.842,0.418,17.704,0.069,0.069,,4.302,2.06,2.06,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:55"
1002,COBB500 - 2018,1,63,1,Hembra,1,,-1,Sin Información,0.207,9.049,0.414,18.118,0.068,0.069,,4.37,2.07,2.07,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:48"
1003,COBB500 - 2015,1,0,3,Mixto,1,,-1,Sin Información,-1.0,-1.0,,,0.0,-1.0,,0.042,-1.0,-1.0,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2021-11-16 13:52:59"
1004,COBB500 - 2015,1,1,3,Mixto,1,,-1,Sin Información,0.013,0.013,0.026,0.025,0.014,0.056,,0.056,0.232,0.232,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:49"
1005,COBB500 - 2015,1,2,3,Mixto,1,,-1,Sin Información,0.017,0.03,0.034,0.059,0.016,0.036,,0.072,0.417,0.417,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:10:09"
1006,COBB500 - 2015,1,3,3,Mixto,1,,-1,Sin Información,0.021,0.051,0.042,0.101,0.017,0.03,,0.089,0.573,0.573,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:34"
1007,COBB500 - 2015,1,4,3,Mixto,1,,-1,Sin Información,0.023,0.074,0.046,0.147,0.02,0.027,,0.109,0.679,0.679,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:38"
1008,COBB500 - 2015,1,5,3,Mixto,1,,-1,Sin Información,0.027,0.101,0.054,0.201,0.022,0.026,,0.131,0.773,0.773,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:46"
1009,COBB500 - 2015,1,6,3,Mixto,1,,-1,Sin Información,0.031,0.132,0.062,0.263,0.026,0.026,,0.157,0.841,0.841,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:45"
1010,COBB500 - 2015,1,7,3,Mixto,1,,-1,Sin Información,0.035,0.167,0.07,0.333,0.028,0.026,,0.185,0.902,0.902,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:51"
1011,COBB500 - 2015,1,8,3,Mixto,1,,-1,Sin Información,0.039,0.206,0.078,0.411,0.03,0.027,,0.215,0.958,0.958,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:12"
1012,COBB500 - 2015,1,9,3,Mixto,1,,-1,Sin Información,0.044,0.25,0.088,0.499,0.032,0.027,,0.247,1.012,1.012,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:18"
1013,COBB500 - 2015,1,10,3,Mixto,1,,-1,Sin Información,0.048,0.298,0.096,0.595,0.036,0.028,,0.283,1.053,1.053,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:10:18"
1014,COBB500 - 2015,1,11,3,Mixto,1,,-1,Sin Información,0.054,0.352,0.108,0.703,0.038,0.029,,0.321,1.097,1.097,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:13"
1015,COBB500 - 2015,1,12,3,Mixto,1,,-1,Sin Información,0.058,0.41,0.116,0.819,0.043,0.03,,0.364,1.126,1.126,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:02"
1016,COBB500 - 2015,1,13,3,Mixto,1,,-1,Sin Información,0.064,0.474,0.128,0.947,0.048,0.032,,0.412,1.15,1.15,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:40"
1017,COBB500 - 2015,1,14,3,Mixto,1,,-1,Sin Información,0.068,0.542,0.136,1.083,0.053,0.033,,0.465,1.165,1.165,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:37"
1018,COBB500 - 2015,1,15,3,Mixto,1,,-1,Sin Información,0.075,0.617,0.15,1.233,0.059,0.035,,0.524,1.177,1.177,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:35"
1019,COBB500 - 2015,1,16,3,Mixto,1,,-1,Sin Información,0.081,0.698,0.162,1.395,0.062,0.037,,0.586,1.191,1.191,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:38"
1020,COBB500 - 2015,1,17,3,Mixto,1,,-1,Sin Información,0.087,0.785,0.174,1.569,0.065,0.038,,0.651,1.206,1.206,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:03"
1021,COBB500 - 2015,1,18,3,Mixto,1,,-1,Sin Información,0.093,0.878,0.186,1.755,0.068,0.04,,0.719,1.221,1.221,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:10:46"
1022,COBB500 - 2015,1,19,3,Mixto,1,,-1,Sin Información,0.098,0.976,0.196,1.951,0.071,0.042,,0.79,1.235,1.235,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:03"
1023,COBB500 - 2015,1,20,3,Mixto,1,,-1,Sin Información,0.105,1.081,0.21,2.161,0.075,0.043,,0.865,1.25,1.25,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:10:24"
1024,COBB500 - 2015,1,21,3,Mixto,1,,-1,Sin Información,0.111,1.192,0.222,2.383,0.078,0.045,,0.943,1.264,1.264,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:24"
1025,COBB500 - 2015,1,22,3,Mixto,1,,-1,Sin Información,0.117,1.309,0.234,2.617,0.08,0.046,,1.023,1.284,1.284,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:32"
1026,COBB500 - 2015,1,23,3,Mixto,1,,-1,Sin Información,0.123,1.432,0.246,2.863,0.081,0.048,,1.104,1.303,1.303,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:44"
1027,COBB500 - 2015,1,24,3,Mixto,1,,-1,Sin Información,0.13,1.562,0.26,3.123,0.082,0.049,,1.186,1.321,1.321,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:50"
1028,COBB500 - 2015,1,25,3,Mixto,1,,-1,Sin Información,0.134,1.696,0.268,3.391,0.083,0.051,,1.269,1.337,1.337,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:56"
1029,COBB500 - 2015,1,26,3,Mixto,1,,-1,Sin Información,0.141,1.837,0.282,3.673,0.084,0.052,,1.353,1.356,1.356,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:42"
1030,COBB500 - 2015,1,27,3,Mixto,1,,-1,Sin Información,0.148,1.985,0.296,3.969,0.085,0.053,,1.438,1.373,1.373,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:41"
1031,COBB500 - 2015,1,28,3,Mixto,1,,-1,Sin Información,0.152,2.137,0.304,4.273,0.086,0.054,,1.524,1.402,1.402,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:14"
1032,COBB500 - 2015,1,29,3,Mixto,1,,-1,Sin Información,0.158,2.295,0.316,4.589,0.089,0.056,,1.613,1.423,1.423,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:30"
1033,COBB500 - 2015,1,30,3,Mixto,1,,-1,Sin Información,0.163,2.458,0.326,4.915,0.092,0.057,,1.705,1.442,1.442,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:16"
1034,COBB500 - 2015,1,31,3,Mixto,1,,-1,Sin Información,0.169,2.627,0.338,5.253,0.094,0.058,,1.799,1.46,1.46,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:28"
1035,COBB500 - 2015,1,32,3,Mixto,1,,-1,Sin Información,0.174,2.801,0.348,5.601,0.096,0.059,,1.895,1.478,1.478,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:22"
1036,COBB500 - 2015,1,33,3,Mixto,1,,-1,Sin Información,0.18,2.981,0.36,5.961,0.098,0.06,,1.993,1.496,1.496,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:45"
1037,COBB500 - 2015,1,34,3,Mixto,1,,-1,Sin Información,0.182,3.163,0.364,6.325,0.099,0.062,,2.092,1.512,1.512,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:10:41"
1038,COBB500 - 2015,1,35,3,Mixto,1,,-1,Sin Información,0.189,3.352,0.378,6.703,0.099,0.063,,2.191,1.53,1.53,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:35"
1039,COBB500 - 2015,1,36,3,Mixto,1,,-1,Sin Información,0.193,3.545,0.386,7.089,0.098,0.064,,2.289,1.549,1.549,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:57"
1040,COBB500 - 2015,1,37,3,Mixto,1,,-1,Sin Información,0.197,3.742,0.394,7.483,0.097,0.064,,2.386,1.568,1.568,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:54"
1041,COBB500 - 2015,1,38,3,Mixto,1,,-1,Sin Información,0.201,3.943,0.402,7.885,0.096,0.065,,2.482,1.589,1.589,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:01"
1042,COBB500 - 2015,1,39,3,Mixto,1,,-1,Sin Información,0.205,4.148,0.41,8.295,0.095,0.066,,2.577,1.61,1.61,Cobb,2015,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:17"
