"secuencial","nombreGenetica","codigoProcesoAgrosuper","edad","idSexo","sexo","codigoConstruccion","tipoClima","codigoZonaGeografica","zonaGeografica","consumoDiario","consumoAcumulado","consumoDiarioAgua","consumoAcumuladoAgua","ganancia","gananciaMedia","crecimiento","peso","conversion","conversionAcumulada","raza","anio","temperaturaDeseada","stock","kilogramosCarne","ventilacionMinima","ventiladoresFuncionando","porcentajeOperacionRequerida","porcentajeOperacionRequeridaTotal","tiempoEncendido","tiempoApagado","cicloVentilacion","active","created_at","updated_at"
2072,TCA - 2022,1,45,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,3.3277,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2073,TCA - 2022,1,46,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,3.43031,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2074,TCA - 2022,1,47,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,3.531,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2075,TCA - 2022,1,48,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,3.6317,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2076,TCA - 2022,1,49,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,3.73143,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2077,TCA - 2022,1,50,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,3.83021,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2078,TCA - 2022,1,51,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,3.92706,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2079,TCA - 2022,1,52,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.02296,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2080,TCA - 2022,1,53,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.11694,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2081,TCA - 2022,1,54,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.20901,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2082,TCA - 2022,1,55,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.30011,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2083,TCA - 2022,1,56,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.38834,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2084,TCA - 2022,1,57,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.47465,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2085,TCA - 2022,1,58,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.55808,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2086,TCA - 2022,1,59,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.6396,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2087,TCA - 2022,1,60,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.71823,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2088,TCA - 2022,1,61,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.79399,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2089,TCA - 2022,1,62,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.86688,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2090,TCA - 2022,1,63,2,Macho,2,Frio,2,Costa,-1.0,-1.0,,,-1.0,,,4.93688,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
2091,ROSS - 2020,1,0,2,Macho,1,,-1,Sin Información,0.0,0.0,0.0,0.0,0.0,0.0,,0.044,0.0,0.0,Ross,2020,30.0,30700,1320.1,1320.1,1,0.0440033,0.0110008,20,435,455,1,"2023-03-13 15:29:58","2023-05-29 17:24:23"
2092,ROSS - 2020,1,1,2,Macho,1,,-1,Sin Información,0.011,0.011,0.022,0.022,0.017,0.061,1.39,0.061,0.180328,0.180328,Ross,2020,29.2,30700,1688.5,1688.5,1,0.0562833,0.0140708,20,335,355,1,"2023-03-13 15:29:58","2023-05-31 19:56:17"
2093,ROSS - 2020,1,2,2,Macho,1,,-1,Sin Información,0.015,0.026,0.03,0.052,0.018,0.0395,1.80,0.079,0.329114,0.329114,Ross,2020,28.8,30700,2149.0,2149.0,1,0.0716333,0.0179083,20,259,279,1,"2023-03-13 15:29:58","2023-05-31 19:56:14"
2094,ROSS - 2020,1,3,2,Macho,1,,-1,Sin Información,0.018,0.044,0.036,0.088,0.02,0.033,2.25,0.099,0.444444,0.444444,Ross,2020,28.4,30700,2701.6,2701.6,1,0.0900533,0.0225133,20,202,222,1,"2023-03-13 15:29:58","2023-05-31 19:56:15"
2095,ROSS - 2020,1,4,2,Macho,1,,-1,Sin Información,0.021,0.065,0.042,0.13,0.021,0.03,2.73,0.12,0.541667,0.541667,Ross,2020,27.9,30700,3346.3,3346.3,1,0.111543,0.0278858,20,159,179,1,"2023-03-13 15:29:58","2023-05-31 19:56:15"
2096,ROSS - 2020,1,5,2,Macho,1,,-1,Sin Información,0.026,0.091,0.052,0.182,0.024,0.0288,3.27,0.144,0.631944,0.631944,Ross,2020,27.5,30700,4083.1,4083.1,1,0.136103,0.0340258,20,127,147,1,"2023-03-13 15:29:58","2023-05-31 19:56:14"
2097,ROSS - 2020,1,6,2,Macho,1,,-1,Sin Información,0.03,0.121,0.06,0.242,0.027,0.0285,3.89,0.171,0.707602,0.707602,Ross,2020,27.1,30700,4912.0,4912.0,1,0.163733,0.0409333,20,102,122,1,"2023-03-13 15:29:58","2023-05-31 19:56:19"
2098,ROSS - 2020,1,7,2,Macho,1,,-1,Sin Información,0.034,0.155,0.068,0.31,0.03,0.0287142857142857,4.57,0.201,0.771144,0.771144,Ross,2020,26.8,30393,5774.7,5774.7,1,0.19249,0.0481225,20,84,104,1,"2023-03-13 15:29:58","2023-05-31 19:56:10"
2099,ROSS - 2020,1,8,2,Macho,1,,-1,Sin Información,0.039,0.194,0.078,0.388,0.035,0.0295,5.36,0.236,0.822034,0.822034,Ross,2020,26.6,30393,6808.0,6808.0,1,0.226933,0.0567333,45,153,198,1,"2023-03-13 15:29:58","2023-05-31 19:56:20"
2100,ROSS - 2020,1,9,2,Macho,1,,-1,Sin Información,0.044,0.238,0.088,0.476,0.039,0.0305555555555556,6.25,0.275,0.865455,0.865455,Ross,2020,26.4,30393,7902.2,7902.2,1,0.263407,0.0658517,45,126,171,1,"2023-03-13 15:29:58","2023-05-31 19:56:11"
2101,ROSS - 2020,1,10,2,Macho,1,,-1,Sin Información,0.049,0.287,0.098,0.574,0.043,0.0318,7.23,0.318,0.902516,0.902516,Ross,2020,26.2,30393,9117.9,9117.9,1,0.30393,0.0759825,45,103,148,1,"2023-03-13 15:29:58","2023-05-31 19:56:23"
2102,ROSS - 2020,1,11,2,Macho,1,,-1,Sin Información,0.054,0.341,0.108,0.682,0.047,0.0331818181818182,8.30,0.365,0.934247,0.934247,Ross,2020,26.0,30393,10424.8,10424.8,1,0.347493,0.0868733,45,84,129,1,"2023-03-13 15:29:58","2023-05-31 19:56:13"
2103,ROSS - 2020,1,12,2,Macho,1,,-1,Sin Información,0.059,0.4,0.118,0.8,0.051,0.0346666666666667,9.45,0.416,0.961538,0.961538,Ross,2020,25.8,30393,11853.3,11853.3,1,0.39511,0.0987775,45,69,114,1,"2023-03-13 15:29:58","2023-05-31 19:56:14"
2104,ROSS - 2020,1,13,2,Macho,1,,-1,Sin Información,0.065,0.465,0.13,0.93,0.055,0.0362307692307692,10.70,0.471,0.987261,0.987261,Ross,2020,25.5,30393,13372.9,13372.9,1,0.445763,0.111441,45,56,101,1,"2023-03-13 15:29:58","2023-05-31 19:56:20"
2105,ROSS - 2020,1,14,2,Macho,1,,-1,Sin Información,0.071,0.536,0.142,1.072,0.059,0.0378571428571429,12.05,0.53,1.01132,1.01132,Ross,2020,25.2,30270,14953.4,14953.4,1,0.498447,0.124612,45,45,90,1,"2023-03-13 15:29:58","2023-05-31 19:56:13"
2106,ROSS - 2020,1,15,2,Macho,1,,-1,Sin Información,0.077,0.613,0.154,1.226,0.063,0.0395333333333333,13.48,0.593,1.03373,1.03373,Ross,2020,24.9,30270,16678.8,16678.8,2,0.27798,0.13899,45,117,162,1,"2023-03-13 15:29:58","2023-05-31 19:56:20"
2107,ROSS - 2020,1,16,2,Macho,1,,-1,Sin Información,0.083,0.696,0.166,1.392,0.066,0.0411875,14.98,0.659,1.05615,1.05615,Ross,2020,24.5,30270,18525.2,18525.2,2,0.308753,0.154377,45,101,146,1,"2023-03-13 15:29:58","2023-05-31 19:56:19"
2108,ROSS - 2020,1,17,2,Macho,1,,-1,Sin Información,0.089,0.785,0.178,1.57,0.069,0.0428235294117647,16.55,0.728,1.0783,1.0783,Ross,2020,24.1,30270,20492.8,20492.8,2,0.341547,0.170773,45,87,132,1,"2023-03-13 15:29:58","2023-05-31 19:56:18"
2109,ROSS - 2020,1,18,2,Macho,1,,-1,Sin Información,0.095,0.88,0.19,1.76,0.072,0.0444444444444444,18.18,0.8,1.1,1.1,Ross,2020,23.8,30270,22581.4,22581.4,2,0.376357,0.188178,45,75,120,1,"2023-03-13 15:29:58","2023-05-31 19:56:09"
2110,ROSS - 2020,1,19,2,Macho,1,,-1,Sin Información,0.101,0.981,0.202,1.962,0.076,0.0461052631578947,19.91,0.876,1.11986,1.11986,Ross,2020,23.4,30270,24760.9,24760.9,2,0.412682,0.206341,45,64,109,1,"2023-03-13 15:29:58","2023-05-31 19:56:21"
2111,ROSS - 2020,1,20,2,Macho,1,,-1,Sin Información,0.107,1.088,0.214,2.176,0.079,0.04775,21.70,0.955,1.13927,1.13927,Ross,2020,23.0,30270,27091.6,27091.6,2,0.451527,0.225763,45,55,100,1,"2023-03-13 15:29:58","2023-05-31 19:56:19"
2112,ROSS - 2020,1,21,2,Macho,1,,-1,Sin Información,0.113,1.201,0.226,2.402,0.082,0.0493809523809524,23.57,1.037,1.15815,1.15815,Ross,2020,22.8,30163,29408.9,29408.9,2,0.490148,0.245074,45,47,92,1,"2023-03-13 15:29:58","2023-05-31 19:56:12"
2113,ROSS - 2020,1,22,2,Macho,1,,-1,Sin Información,0.12,1.321,0.24,2.642,0.085,0.051,25.50,1.122,1.17736,1.17736,Ross,2020,22.6,30163,31882.3,31882.3,2,0.531372,0.265686,120,106,226,1,"2023-03-13 15:29:58","2023-05-31 19:56:11"
2114,ROSS - 2020,1,23,2,Macho,1,,-1,Sin Información,0.1275,1.4485,0.255,2.897,0.088,0.0526086956521739,27.50,1.21,1.19711,1.19711,Ross,2020,22.4,30163,34476.3,34476.3,2,0.574605,0.287302,120,89,209,1,"2023-03-13 15:29:58","2023-05-31 19:56:11"
2115,ROSS - 2020,1,24,2,Macho,1,,-1,Sin Información,0.134,1.5825,0.268,3.165,0.091,0.0542083333333333,29.57,1.301,1.21637,1.21637,Ross,2020,22.2,30163,37130.7,37130.7,2,0.618845,0.309422,120,74,194,1,"2023-03-13 15:29:58","2023-05-31 19:56:18"
2116,ROSS - 2020,1,25,2,Macho,1,,-1,Sin Información,0.141,1.7235,0.282,3.447,0.093,0.05576,31.68,1.394,1.23637,1.23637,Ross,2020,22.0,30163,39845.3,39845.3,2,0.664088,0.332044,120,61,181,1,"2023-03-13 15:29:58","2023-05-31 19:56:09"
2117,ROSS - 2020,1,26,2,Macho,1,,-1,Sin Información,0.1465,1.87,0.293,3.74,0.095,0.0572692307692308,33.84,1.489,1.25588,1.25588,Ross,2020,21.7,30163,42650.5,42650.5,2,0.710842,0.355421,120,49,169,1,"2023-03-13 15:29:58","2023-05-31 19:56:22"
2118,ROSS - 2020,1,27,2,Macho,1,,-1,Sin Información,0.154,2.024,0.308,4.048,0.097,0.0587407407407407,36.05,1.586,1.27617,1.27617,Ross,2020,21.5,30163,45516.0,45516.0,3,0.505733,0.3793,120,117,237,1,"2023-03-13 15:29:58","2023-05-31 19:56:22"
2119,ROSS - 2020,1,28,2,Macho,1,,-1,Sin Información,0.158,2.182,0.316,4.364,0.1,0.0602142857142857,38.32,1.686,1.29419,1.29419,Ross,2020,21.1,30055,48268.3,48268.3,3,0.536314,0.402236,120,104,224,1,"2023-03-13 15:29:58","2023-05-31 19:56:14"
2120,ROSS - 2020,1,29,2,Macho,1,,-1,Sin Información,0.166,2.348,0.332,4.696,0.102,0.0616551724137931,40.64,1.788,1.3132,1.3132,Ross,2020,20.6,30055,51273.8,51273.8,3,0.569709,0.427282,120,91,211,1,"2023-03-13 15:29:58","2023-05-31 19:56:21"
2121,ROSS - 2020,1,30,2,Macho,1,,-1,Sin Información,0.171,2.519,0.342,5.038,0.104,0.0630666666666667,43.00,1.892,1.3314,1.3314,Ross,2020,20.1,30055,54339.4,54339.4,3,0.603771,0.452828,120,79,199,1,"2023-03-13 15:29:58","2023-05-31 19:56:10"
2122,ROSS - 2020,1,31,2,Macho,1,,-1,Sin Información,0.1765,2.6955,0.353,5.391,0.106,0.0644516129032258,45.41,1.998,1.3491,1.3491,Ross,2020,19.6,30055,57435.1,57435.1,3,0.638168,0.478626,120,68,188,1,"2023-03-13 15:29:58","2023-05-31 19:56:13"
2123,ROSS - 2020,1,32,2,Macho,1,,-1,Sin Información,0.182,2.8775,0.364,5.755,0.107,0.06578125,47.84,2.105,1.36698,1.36698,Ross,2020,19.1,30055,60560.8,60560.8,3,0.672898,0.504673,120,58,178,1,"2023-03-13 15:29:58","2023-05-31 19:56:09"
2124,ROSS - 2020,1,33,2,Macho,1,,-1,Sin Información,0.1895,3.067,0.379,6.134,0.108,0.0670606060606061,50.30,2.213,1.3859,1.3859,Ross,2020,18.6,30055,63746.7,63746.7,3,0.708297,0.531223,120,49,169,1,"2023-03-13 15:29:58","2023-05-31 19:56:11"
2125,ROSS - 2020,1,34,2,Macho,1,,-1,Sin Información,0.195,3.262,0.39,6.524,0.109,0.0682941176470588,52.77,2.322,1.40482,1.40482,Ross,2020,18.1,30055,66962.5,66962.5,3,0.744028,0.558021,120,41,161,1,"2023-03-13 15:29:58","2023-05-31 19:56:18"
2126,ROSS - 2020,1,35,2,Macho,1,,-1,Sin Información,0.201,3.463,0.402,6.926,0.11,0.0694857142857143,55.27,2.432,1.42393,1.42393,Ross,2020,17.9,29779,69563.7,69563.7,3,0.77293,0.579697,120,35,155,1,"2023-03-13 15:29:58","2023-05-31 19:56:10"
2127,ROSS - 2020,1,36,2,Macho,1,,-1,Sin Información,0.206,3.669,0.412,7.338,0.111,0.0706388888888889,57.80,2.543,1.44278,1.44278,Ross,2020,17.7,29779,72779.9,72779.9,4,0.606499,0.606499,120,78,198,1,"2023-03-13 15:29:58","2023-05-31 19:56:22"
2128,ROSS - 2020,1,37,2,Macho,1,,-1,Sin Información,0.2135,3.8825,0.427,7.765,0.111,0.0717297297297297,60.32,2.654,1.46289,1.46289,Ross,2020,17.6,29779,76025.8,76025.8,4,0.633548,0.633548,120,69,189,1,"2023-03-13 15:29:58","2023-05-31 19:56:23"
2129,ROSS - 2020,1,38,2,Macho,1,,-1,Sin Información,0.218,4.1005,0.436,8.201,0.111,0.0727631578947369,62.84,2.765,1.483,1.483,Ross,2020,17.5,29779,79301.5,79301.5,4,0.660846,0.660846,120,62,182,1,"2023-03-13 15:29:58","2023-05-31 19:56:18"
2130,ROSS - 2020,1,39,2,Macho,1,,-1,Sin Información,0.2225,4.323,0.445,8.646,0.111,0.0737435897435897,65.36,2.876,1.50313,1.50313,Ross,2020,17.3,29779,82577.2,82577.2,4,0.688143,0.688143,120,54,174,1,"2023-03-13 15:29:58","2023-05-31 19:56:15"
2131,ROSS - 2020,1,40,2,Macho,1,,-1,Sin Información,0.23,4.553,0.46,9.106,0.111,0.074675,67.89,2.987,1.52427,1.52427,Ross,2020,17.2,29779,85852.9,85852.9,4,0.715441,0.715441,120,48,168,1,"2023-03-13 15:29:58","2023-05-31 19:56:09"
2132,ROSS - 2020,1,41,2,Macho,1,,-1,Sin Información,0.231,4.784,0.462,9.568,0.111,0.0755609756097561,70.41,3.098,1.54422,1.54422,Ross,2020,17.0,29779,89128.5,89128.5,4,0.742737,0.742737,120,42,162,1,"2023-03-13 15:29:58","2023-05-31 19:56:12"
2133,ROSS - 2020,1,42,2,Macho,1,,-1,Sin Información,0.232,5.016,0.464,10.032,0.111,0.0764047619047619,72.93,3.209,1.5631,1.5631,Ross,2020,16.9,29779,92404.2,92404.2,4,0.770035,0.770035,120,36,156,1,"2023-03-13 15:29:58","2023-05-31 19:56:16"
2134,ROSS - 2020,1,43,2,Macho,1,,-1,Sin Información,0.24,5.256,0.48,10.512,0.111,0.0772093023255814,75.45,3.32,1.58313,1.58313,Ross,2020,16.7,29779,95650.1,95650.1,4,0.797084,0.797084,120,31,151,1,"2023-03-13 15:29:58","2023-05-31 19:56:15"
2135,ROSS - 2020,1,44,2,Macho,1,,-1,Sin Información,0.241,5.497,0.482,10.994,0.111,0.0779772727272727,77.98,3.431,1.60216,1.60216,Ross,2020,16.6,29779,98896.1,98896.1,4,0.824134,0.824134,180,38,218,1,"2023-03-13 15:29:58","2023-05-31 19:56:17"
2136,ROSS - 2020,1,45,2,Macho,1,,-1,Sin Información,0.243,5.74,0.486,11.48,0.11,0.0786888888888889,80.48,3.541,1.62101,1.62101,Ross,2020,16.5,29779,102142.0,102142.0,4,0.851183,0.851183,180,31,211,1,"2023-03-13 15:29:58","2023-05-31 19:56:08"
2137,ROSS - 2020,1,46,2,Macho,1,,-1,Sin Información,0.2495,5.9895,0.499,11.979,0.109,0.0793478260869565,82.95,3.65,1.64096,1.64096,Ross,2020,,,,,,,,,,,1,"2023-03-13 15:29:58","2023-05-31 19:56:12"
2138,ROSS - 2020,1,47,2,Macho,1,,-1,Sin Información,0.247,6.2365,0.494,12.473,0.109,0.0799787234042553,85.43,3.759,1.65908,1.65908,Ross,2020,,,,,,,,,,,1,"2023-03-13 15:29:58","2023-05-31 19:56:22"
2139,ROSS - 2020,1,48,2,Macho,1,,-1,Sin Información,0.2565,6.493,0.513,12.986,0.108,0.0805625,87.89,3.867,1.67908,1.67908,Ross,2020,,,,,,,,,,,1,"2023-03-13 15:29:58","2023-05-31 19:56:20"
2140,ROSS - 2020,1,49,2,Macho,1,,-1,Sin Información,0.255,6.748,0.51,13.496,0.107,0.0811020408163265,90.32,3.974,1.69804,1.69804,Ross,2020,,,,,,,,,,,1,"2023-03-13 15:29:58","2023-05-31 19:56:21"
2141,ROSS - 2020,1,0,1,Hembra,1,,-1,Sin Información,0.0,0.0,0.0,0.0,0.0,0.0,,0.044,0.0,0.0,Ross,2020,30.0,30700,1320.1,1320.1,1,0.0440033,0.0110008,20,435,455,1,"2023-03-13 15:29:58","2023-05-29 17:27:13"
2142,ROSS - 2020,1,1,1,Hembra,1,,-1,Sin Información,0.013,0.013,0.026,0.026,0.016,0.06,1.36,0.06,0.216667,0.216667,Ross,2020,29.2,30700,1688.5,1688.5,1,0.0562833,0.0140708,20,335,355,1,"2023-03-13 15:29:58","2023-05-31 19:57:16"
2143,ROSS - 2020,1,2,1,Hembra,1,,-1,Sin Información,0.017,0.03,0.034,0.06,0.017,0.0385,1.75,0.077,0.38961,0.38961,Ross,2020,28.8,30700,2149.0,2149.0,1,0.0716333,0.0179083,20,259,279,1,"2023-03-13 15:29:58","2023-05-31 19:57:09"
2144,ROSS - 2020,1,3,1,Hembra,1,,-1,Sin Información,0.02,0.05,0.04,0.1,0.019,0.032,2.18,0.096,0.520833,0.520833,Ross,2020,28.4,30700,2701.6,2701.6,1,0.0900533,0.0225133,20,202,222,1,"2023-03-13 15:29:58","2023-05-31 19:57:07"
2145,ROSS - 2020,1,4,1,Hembra,1,,-1,Sin Información,0.023,0.073,0.046,0.146,0.021,0.02925,2.66,0.117,0.623932,0.623932,Ross,2020,27.9,30700,3346.3,3346.3,1,0.111543,0.0278858,20,159,179,1,"2023-03-13 15:29:58","2023-05-31 19:57:20"
2146,ROSS - 2020,1,5,1,Hembra,1,,-1,Sin Información,0.026,0.099,0.052,0.198,0.023,0.028,3.18,0.14,0.707143,0.707143,Ross,2020,27.5,30700,4083.1,4083.1,1,0.136103,0.0340258,20,127,147,1,"2023-03-13 15:29:58","2023-05-31 19:57:14"
2147,ROSS - 2020,1,6,1,Hembra,1,,-1,Sin Información,0.03,0.129,0.06,0.258,0.026,0.0276666666666667,3.77,0.166,0.777108,0.777108,Ross,2020,27.1,30700,4912.0,4912.0,1,0.163733,0.0409333,20,102,122,1,"2023-03-13 15:29:58","2023-05-31 19:57:17"
2148,ROSS - 2020,1,7,1,Hembra,1,,-1,Sin Información,0.034,0.163,0.068,0.326,0.029,0.0278571428571429,4.43,0.195,0.835897,0.835897,Ross,2020,26.8,30393,5774.7,5774.7,1,0.19249,0.0481225,20,84,104,1,"2023-03-13 15:29:58","2023-05-31 19:57:19"
2149,ROSS - 2020,1,8,1,Hembra,1,,-1,Sin Información,0.037,0.2,0.074,0.4,0.033,0.0285,5.18,0.228,0.877193,0.877193,Ross,2020,26.6,30393,6808.0,6808.0,1,0.226933,0.0567333,45,153,198,1,"2023-03-13 15:29:58","2023-05-31 19:57:18"
2150,ROSS - 2020,1,9,1,Hembra,1,,-1,Sin Información,0.042,0.242,0.084,0.484,0.037,0.0294444444444444,6.02,0.265,0.913208,0.913208,Ross,2020,26.4,30393,7902.2,7902.2,1,0.263407,0.0658517,45,126,171,1,"2023-03-13 15:29:58","2023-05-31 19:57:04"
2151,ROSS - 2020,1,10,1,Hembra,1,,-1,Sin Información,0.047,0.289,0.094,0.578,0.041,0.0306,6.95,0.306,0.944444,0.944444,Ross,2020,26.2,30393,9117.9,9117.9,1,0.30393,0.0759825,45,103,148,1,"2023-03-13 15:29:58","2023-05-31 19:57:05"
2152,ROSS - 2020,1,11,1,Hembra,1,,-1,Sin Información,0.052,0.341,0.104,0.682,0.044,0.0318181818181818,7.95,0.35,0.974286,0.974286,Ross,2020,26.0,30393,10424.8,10424.8,1,0.347493,0.0868733,45,84,129,1,"2023-03-13 15:29:58","2023-05-31 19:57:09"
2153,ROSS - 2020,1,12,1,Hembra,1,,-1,Sin Información,0.057,0.398,0.114,0.796,0.048,0.0331666666666667,9.05,0.398,1.0,1.0,Ross,2020,25.8,30393,11853.3,11853.3,1,0.39511,0.0987775,45,69,114,1,"2023-03-13 15:29:58","2023-05-31 19:57:04"
2154,ROSS - 2020,1,13,1,Hembra,1,,-1,Sin Información,0.061,0.459,0.122,0.918,0.051,0.0345384615384615,10.20,0.449,1.02227,1.02227,Ross,2020,25.5,30393,13372.9,13372.9,1,0.445763,0.111441,45,56,101,1,"2023-03-13 15:29:58","2023-05-31 19:57:21"
2155,ROSS - 2020,1,14,1,Hembra,1,,-1,Sin Información,0.067,0.526,0.134,1.052,0.054,0.0359285714285714,11.43,0.503,1.04573,1.04573,Ross,2020,25.2,30270,14953.4,14953.4,1,0.498447,0.124612,45,45,90,1,"2023-03-13 15:29:58","2023-05-31 19:57:08"
2156,ROSS - 2020,1,15,1,Hembra,1,,-1,Sin Información,0.073,0.599,0.146,1.198,0.057,0.0373333333333333,12.73,0.56,1.06964,1.06964,Ross,2020,24.9,30270,16678.8,16678.8,2,0.27798,0.13899,45,117,162,1,"2023-03-13 15:29:58","2023-05-31 19:57:18"
2157,ROSS - 2020,1,16,1,Hembra,1,,-1,Sin Información,0.0785,0.6775,0.157,1.355,0.06,0.03875,14.09,0.62,1.09274,1.09274,Ross,2020,24.5,30270,18525.2,18525.2,2,0.308753,0.154377,45,101,146,1,"2023-03-13 15:29:58","2023-05-31 19:57:16"
2158,ROSS - 2020,1,17,1,Hembra,1,,-1,Sin Información,0.0855,0.763,0.171,1.526,0.063,0.0401764705882353,15.52,0.683,1.11713,1.11713,Ross,2020,24.1,30270,20492.8,20492.8,2,0.341547,0.170773,45,87,132,1,"2023-03-13 15:29:58","2023-05-31 19:57:13"
2159,ROSS - 2020,1,18,1,Hembra,1,,-1,Sin Información,0.0915,0.8545,0.183,1.709,0.066,0.0416111111111111,17.02,0.749,1.14085,1.14085,Ross,2020,23.8,30270,22581.4,22581.4,2,0.376357,0.188178,45,75,120,1,"2023-03-13 15:29:58","2023-05-31 19:57:13"
2160,ROSS - 2020,1,19,1,Hembra,1,,-1,Sin Información,0.097,0.9515,0.194,1.903,0.069,0.0430526315789474,18.59,0.818,1.1632,1.1632,Ross,2020,23.4,30270,24760.9,24760.9,2,0.412682,0.206341,45,64,109,1,"2023-03-13 15:29:58","2023-05-31 19:57:19"
2161,ROSS - 2020,1,20,1,Hembra,1,,-1,Sin Información,0.102,1.0535,0.204,2.107,0.072,0.0445,20.23,0.89,1.18371,1.18371,Ross,2020,23.0,30270,27091.6,27091.6,2,0.451527,0.225763,45,55,100,1,"2023-03-13 15:29:58","2023-05-31 19:57:04"
2162,ROSS - 2020,1,21,1,Hembra,1,,-1,Sin Información,0.109,1.1625,0.218,2.325,0.075,0.045952380952381,21.93,0.965,1.20466,1.20466,Ross,2020,22.8,30163,29408.9,29408.9,2,0.490148,0.245074,45,47,92,1,"2023-03-13 15:29:58","2023-05-31 19:57:11"
2163,ROSS - 2020,1,22,1,Hembra,1,,-1,Sin Información,0.114,1.2765,0.228,2.553,0.077,0.0473636363636364,23.68,1.042,1.22505,1.22505,Ross,2020,22.6,30163,31882.3,31882.3,2,0.531372,0.265686,120,106,226,1,"2023-03-13 15:29:58","2023-05-31 19:57:15"
2164,ROSS - 2020,1,23,1,Hembra,1,,-1,Sin Información,0.119,1.3955,0.238,2.791,0.079,0.0487391304347826,25.48,1.121,1.24487,1.24487,Ross,2020,22.4,30163,34476.3,34476.3,2,0.574605,0.287302,120,89,209,1,"2023-03-13 15:29:58","2023-05-31 19:57:12"
2165,ROSS - 2020,1,24,1,Hembra,1,,-1,Sin Información,0.125,1.5205,0.25,3.041,0.081,0.0500833333333333,27.32,1.202,1.26498,1.26498,Ross,2020,22.2,30163,37130.7,37130.7,2,0.618845,0.309422,120,74,194,1,"2023-03-13 15:29:58","2023-05-31 19:57:20"
2166,ROSS - 2020,1,25,1,Hembra,1,,-1,Sin Información,0.128,1.6485,0.256,3.297,0.083,0.0514,29.20,1.285,1.28288,1.28288,Ross,2020,22.0,30163,39845.3,39845.3,2,0.664088,0.332044,120,61,181,1,"2023-03-13 15:29:58","2023-05-31 19:57:16"
